URI,Created,Works,Environment,Parent Collection,Url to collection online,Sheet Creator,Sheet Done,Date Created,Archipelago Collection,Notes,Errors
https://api-pre.library.tamu.edu/fcrepo/rest/5d/55/f9/80/5d55f980-a60b-45c2-b10c-2aacd40f34a8/scifi-exhibit-2021-pass-c%5B10%5D,2022-11-11T15:43:14.857000+00:00,1,pre,,,,,,,,
https://api-pre.library.tamu.edu/fcrepo/rest/5d/55/f9/80/5d55f980-a60b-45c2-b10c-2aacd40f34a8/scifi-exhibit-2021-pass-c%5B5%5D,2022-11-11T15:43:14.792000+00:00,1,pre,,,,,,,,
https://api-pre.library.tamu.edu/fcrepo/rest/5d/55/f9/80/5d55f980-a60b-45c2-b10c-2aacd40f34a8/scifi-exhibit-2021-pass-d%5B5%5D,2022-11-11T16:45:55.899000+00:00,1,pre,,,,,,,,
https://api-pre.library.tamu.edu/fcrepo/rest/5d/55/f9/80/5d55f980-a60b-45c2-b10c-2aacd40f34a8/scifi-exhibit-2021-pass-c%5B2%5D,2022-11-11T15:43:14.773000+00:00,1,pre,,,,,,,,
https://api-pre.library.tamu.edu/fcrepo/rest/5d/55/f9/80/5d55f980-a60b-45c2-b10c-2aacd40f34a8/scifi-exhibit-2021-pass-d%5B10%5D,2022-11-11T16:45:55.909000+00:00,1,pre,,,,,,,,
https://api-pre.library.tamu.edu/fcrepo/rest/5d/55/f9/80/5d55f980-a60b-45c2-b10c-2aacd40f34a8/96/96/eb/99/9696eb99-00fc-49fd-96fa-d42bf3d7f298,2021-11-09T17:16:15.442000+00:00,0,pre,,,,,,,,
https://api-pre.library.tamu.edu/fcrepo/rest/5d/55/f9/80/5d55f980-a60b-45c2-b10c-2aacd40f34a8/scifi-exhibit-2021-pass-c%5B6%5D,2022-11-11T15:43:14.831000+00:00,1,pre,,,,,,,,
https://api-pre.library.tamu.edu/fcrepo/rest/5d/55/f9/80/5d55f980-a60b-45c2-b10c-2aacd40f34a8/scifi-exhibit-2021-pass-d%5B2%5D,2022-11-11T16:45:55.887000+00:00,1,pre,,,,,,,,
https://api-pre.library.tamu.edu/fcrepo/rest/5d/55/f9/80/5d55f980-a60b-45c2-b10c-2aacd40f34a8/scifi-exhibit-2021-pass-c%5B3%5D,2022-11-11T15:43:14.775000+00:00,1,pre,,,,,,,,
https://api-pre.library.tamu.edu/fcrepo/rest/5d/55/f9/80/5d55f980-a60b-45c2-b10c-2aacd40f34a8/scifi-exhibit-2021-pass-c%5B7%5D,2022-11-11T15:43:14.830000+00:00,1,pre,,,,,,,,
https://api-pre.library.tamu.edu/fcrepo/rest/5d/55/f9/80/5d55f980-a60b-45c2-b10c-2aacd40f34a8/scifi-exhibit-2021-pass-c%5B4%5D,2022-11-11T15:43:14.782000+00:00,1,pre,,,,,,,,
https://api-pre.library.tamu.edu/fcrepo/rest/5d/55/f9/80/5d55f980-a60b-45c2-b10c-2aacd40f34a8/scifi-exhibit-2021-pass-d%5B4%5D,2022-11-11T16:45:55.899000+00:00,1,pre,,,,,,,,
https://api-pre.library.tamu.edu/fcrepo/rest/5d/55/f9/80/5d55f980-a60b-45c2-b10c-2aacd40f34a8/scifi-exhibit-2021-pass-d%5B7%5D,2022-11-11T16:45:55.908000+00:00,1,pre,,,,,,,,
