medium,identifier,content_type,rights_statement,access_rights,extent,title,format,genre_form_local,description,subject_local,date_digital_creation,date_created,digital_publisher,Image,contributor,geographic_subject_local
Paper,6943,StillImage,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Openly accessible,"1 sheet of green, orange, gray and white marbled paper; 7.75 x 24.25 in.",Berger-Cloonan #6943,reformatted digital,Combed marbled papers|art reproduction|endpapers,Surface application; Marbled; C2.B3; Previously used as an endpaper in a bookbinding; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated this sheet to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1; Not signed. Not stamped.; Folded; irregular cut edge.,Marbled papers,2021-06-16T15:14:41.516000+00:00,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/73/pages/page_0/files/06943.jpg,,
Paper,6901,StillImage,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Openly accessible,"1 sheet of red, blue, yellow and white marbled paper; 9.00 x 12.50 in.",Berger-Cloonan #6901,reformatted digital,endpapers|Combed marbled papers|art reproduction,Surface application; Marbled; C2.B3; Previously used as an endpaper in a bookbinding; waved pattern; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated this sheet to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1; Not signed. Not stamped.; Edge torn; creased.,Marbled papers,2021-06-16T15:05:21.179000+00:00,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/32/pages/page_0/files/06901.jpg,,
Paper,6963,StillImage,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Openly accessible,"1 sheet of blue, brown and white marbled paper; 8.75 x 11.50 in.",Berger-Cloonan #6963,reformatted digital,Random marbled papers|art reproduction|endpapers,Surface application; Marbled; C2.B3; Previously used as an endpaper in a bookbinding; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated this sheet to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4; Not signed. Not stamped.; Creased.,Marbled papers,2021-06-16T15:19:15.590000+00:00,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/93/pages/page_0/files/06963.jpg,,
Paper,8262,StillImage,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Openly accessible,"1 sheet of blue, pink, light green and white marbled paper; 5.50 x 8.75 in.",Berger-Cloonan #8262,reformatted digital,art reproduction|curl marbled paper|endpapers|French snail marbled papers|dutch marbled paper,Surface application; Marbled; C2.B4; Previously used as an endpaper in a bookbinding; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated this sheet to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.c; Not signed. Not stamped.,Marbled papers,2021-06-16T15:44:36.262000+00:00,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/204/pages/page_0/files/08262.jpg,,
Paper,6959,StillImage,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Openly accessible,"1 sheet of yellow, pink, black and white marbled paper; 7.50 x 10.75 in.",Berger-Cloonan #6959,reformatted digital,Stone marbled papers|agate marbled paper|art reproduction|endpapers,"Distribution of fibers; Surface application; Laid; Watermarked; Marbled; C2.B3; Previously used as an endpaper in a bookbinding; backed with blank sheet of laid and watermarked paper; Inscription on original piece: ""Vrdr col al [?] of Supplement 1496 to 366; A rare & valuable book RGSK. The First Collected Edition of Petrarch's Works. Edited by Sebastian Bandt, only collected Ed. in XV Century; SEE HARPER""; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated this sheet to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; II.H; VIII.F.4.f; Not signed. Not stamped.; Stained; separating from backing sheet.",Marbled papers,2021-06-16T15:18:20.656000+00:00,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/89/pages/page_0/files/06959.jpg,,
Paper,8282,StillImage,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Openly accessible,"1 sheet of red, blue, green, yellow and white marbled paper; 8.75 x 11.00 in.",Berger-Cloonan #8282,reformatted digital,endpapers|French snail marbled papers|Laid lines|art reproduction,"Distribution of fibers; Surface application; Laid; Marbled; C2.B4; Previously used as an endpaper in a bookbinding; Laid paper; Inscriptions on original piece: ""John: Geo: Lossin[?]1788"", ""Vallance"", ""1st edition, 3 folding plates, L.P."", ""Collated D.J.S. ?""; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated this sheet to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.F.1.c; Not signed. Not stamped.; Very faded; minor spots and discoloration; one rough edge.",Marbled papers,2021-06-16T15:49:10.774000+00:00,18th century [?],Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/224/pages/page_0/files/08282.jpg,,
Paper,6982,StillImage,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Openly accessible,"1 sheet of green, pink, yellow, red, black and white marbled paper; 8.75 x 10.00 in.",Berger-Cloonan #6982,reformatted digital,art reproduction|Combed marbled papers|endpapers,"Surface application; Marbled; C2.B3; Previously used as an endpaper in a bookbinding; Inscription on original piece: ""complete [?] presentation[?]""; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated this sheet to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1; Not signed. Not stamped.",Marbled papers,2021-06-16T15:23:36.035000+00:00,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/112/pages/page_0/files/06982.jpg,,
Paper,6931,StillImage,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Openly accessible,"1 sheet of blue, brown, yellow and gray marbled paper; 9.25 x 11.50 in.",Berger-Cloonan #6931,reformatted digital,endpapers|curled marbled paper|French snail marbled papers|Dutch marbled paper|art reproduction,Surface application; Marbled; C2.B3; Previously used as an endpaper in a bookbinding; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated this sheet to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.c; Not signed. Not stamped.,Marbled papers,2021-06-16T15:12:10.446000+00:00,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/62/pages/page_0/files/06931.jpg,,
Paper,6978,StillImage,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Openly accessible,"1 sheet of brown, black and white marbled paper; 8.25 x 13.25 in.",Berger-Cloonan #6978,reformatted digital,endpapers|Random marbled papers|art reproduction,Surface application; Marbled; C2.B3; Previously used as an endpaper in a bookbinding; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated this sheet to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4; Not signed. Not stamped.; Discolored; edges chipped; creased.,Marbled papers,2021-06-16T15:22:41.456000+00:00,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/108/pages/page_0/files/06978.jpg,,
Paper,8299,StillImage,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Openly accessible,"1 sheet of green, red and white marbled paper; 6.00 x 8.75 in.",Berger-Cloonan #8299,reformatted digital,endpapers|Spanish random marbled papers|art reproduction,"Surface application; Marbled; C2.B4; Previously used as an endpaper in a bookbinding; Inscription on original piece: ""J[... ...a?] edition""; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated this sheet to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4.e; Not signed. Not stamped.; One rough edge; very wrinkled.",Marbled papers,2021-06-16T15:53:04.034000+00:00,19th century [?],Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/241/pages/page_0/files/08299.jpg,,
Paper,6998,StillImage,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Openly accessible,"1 sheet of red, blue and white marbled paper; 9.00 x 14.50 in.",Berger-Cloonan #6998,reformatted digital,Stormont marbled paper|art reproduction|endpapers,Surface application; Marbled; C2.B3; Previously used as an endpaper in a bookbinding; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated this sheet to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4.g; Not signed. Not stamped.; Faded; torn and creased corners and edges with one corner almost detached;  staining on verso; color shift on recto.,Marbled papers,2021-06-16T15:27:15.164000+00:00,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/128/pages/page_0/files/06998.jpg,,
Paper,8199,StillImage,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Openly accessible,"1 sheet of red, blue, green, yellow and white marbled paper; 7.50 x 9.50 in.",Berger-Cloonan #8199,reformatted digital,nonpareil marbled paper|endpapers|art reproduction,"Surface application; Marbled; C2.B4; All edges gilt. Previously used as an endpaper in a bookbinding; Inscription on original piece: ""BOUND BY MACKENZIE.""; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated this sheet to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.e; Not signed. Stamped.; Corner stained.",Marbled papers,2021-06-16T15:30:55.521000+00:00,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/144/pages/page_0/files/08199.jpg,,
Paper,6947,StillImage,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Openly accessible,"1 sheet of light blue, dark blue, brown, tan and white marbled paper; 10.00 x 12.50 in.",Berger-Cloonan #6947,reformatted digital,endpapers|Stone marbled papers|agate marbled paper|art reproduction,Surface application; Marbled; C2.B3; Previously used as an endpaper in a bookbinding; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated this sheet to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4.f; Not signed. Not stamped.; Two corners missing; torn; creased.,Marbled papers,2021-06-16T15:15:36.107000+00:00,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/77/pages/page_0/files/06947.jpg,,
Paper,8266,StillImage,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Openly accessible,"1 sheet of pink, green and white marbled paper; 6.75 x 8.75 in.",Berger-Cloonan #8266,reformatted digital,art reproduction|curl marbled paper|endpapers|French snail marbled papers|dutch marbled paper,Distribution of fibers; Surface application; Laid; Marbled; C2.B4; Previously used as an endpaper in a bookbinding; Laid paper; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated this sheet to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.F.1.c; Not signed. Not stamped.; Edges discolored.,Marbled papers,2021-06-16T15:45:31.107000+00:00,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/208/pages/page_0/files/08266.jpg,,
Paper,8232,StillImage,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Openly accessible,"1 sheet of dark red, blue, yellow and white marbled paper; 7.25 x 8.75 in.",Berger-Cloonan #8232,reformatted digital,nonpareil marbled paper|art reproduction|endpapers,Surface application; Marbled; C2.B4; Previously used as an endpaper in a bookbinding; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated this sheet to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.e; Not signed. Not stamped.; Creased; torn.,Marbled papers,2021-06-16T15:37:45.588000+00:00,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/174/pages/page_0/files/08232.jpg,,
Paper,7003,StillImage,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Openly accessible,"1 sheet of red, green, yellow, black and white marbled paper; 7.50 x 12.50 in.",Berger-Cloonan #7003,reformatted digital,art reproduction|Stormont marbled paper|endpapers,Surface application; Marbled; C2.B3; Previously used as an endpaper in a bookbinding; heavier weight paper; glossy finish; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated this sheet to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4.g; Not signed. Not stamped.; Creased corners; edge tears; wrinkling; edge with red binding material on verso.,Marbled papers,2021-06-16T15:28:23.704000+00:00,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/133/pages/page_0/files/07003.jpg,,
Paper,6986,StillImage,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Openly accessible,"1 sheet of green, pink, yellow, gray, black and white marbled paper; 8.75 x 13.50 in.",Berger-Cloonan #6986,reformatted digital,Stone marbled papers|agate marbled paper|art reproduction|endpapers,Surface application; Marbled; C2.B3; Previously used as an endpaper in a bookbinding; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated this sheet to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4.f; Not signed. Not stamped.; Faded; creased corners and mid-line; tiny edge tears; yellowed and spot stained on verso; worn edge on recto.,Marbled papers,2021-06-16T15:24:30.769000+00:00,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/116/pages/page_0/files/06986.jpg,,
Paper,6962,StillImage,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Openly accessible,"1 sheet of blue, red, brown, light green and white marbled paper; 7.75 x 12.75 in.",Berger-Cloonan #6962,reformatted digital,hair vein marbled patterns|endpapers|art reproduction,Surface application; Marbled; C2.B3; Previously used as an endpaper in a bookbinding; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated this sheet to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4.c; Not signed. Not stamped.; Edges chipped; discolored.,Marbled papers,2021-06-16T15:19:01.827000+00:00,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/92/pages/page_0/files/06962.jpg,,
Paper,6935,StillImage,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Openly accessible,"1 sheet of pink, yellow, green, black and white marbled paper; 9.00 x 12.25 in.",Berger-Cloonan #6935,reformatted digital,art reproduction|curled marbled paper|endpapers|French snail marbled papers|Dutch marbled paper,Surface application; Marbled; C2.B3; Previously used as an endpaper in a bookbinding; white spots; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated this sheet to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.c; Not signed. Not stamped.; Edges torn.,Marbled papers,2021-06-16T15:13:05.408000+00:00,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/66/pages/page_0/files/06935.jpg,,
Paper,8261,StillImage,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Openly accessible,"1 sheet of light blue, light red, yellow and white marbled paper; 7.25 x 9.50 in.",Berger-Cloonan #8261,reformatted digital,French snail marbled papers|curl marbled paper|dutch marbled paper|art reproduction|endpapers,Surface application; Marbled; C2.B4; Previously used as an endpaper in a bookbinding; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated this sheet to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.c; Not signed. Not stamped.; Creased.,Marbled papers,2021-06-16T15:44:22.604000+00:00,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/203/pages/page_0/files/08261.jpg,,
Paper,8281,StillImage,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Openly accessible,"1 sheet of blue, red, green, yellow and white marbled paper; 7.00 x 9.25 in.",Berger-Cloonan #8281,reformatted digital,art reproduction|endpapers|French snail marbled papers,"Surface application; Marbled; C2.B4; Previously used as an endpaper in a bookbinding; Inscription on original piece: ""53 728""; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated this sheet to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.c; Not signed. Not stamped.; Edges faded; minor spots; one rough edge.",Marbled papers,2021-06-16T15:48:57.013000+00:00,19th century [?],Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/223/pages/page_0/files/08281.jpg,,
Paper,6981,StillImage,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Openly accessible,"1 sheet of blue, green, pink, yellow, black and white marbled paper; 7.25 x 10.50 in.",Berger-Cloonan #6981,reformatted digital,Combed marbled papers|art reproduction|endpapers,Surface application; Marbled; C2.B3; Previously used as an endpaper in a bookbinding; white speckles; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated this sheet to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1; Not signed. Not stamped.; Abrasion; stained.,Marbled papers,2021-06-16T15:23:22.417000+00:00,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/111/pages/page_0/files/06981.jpg,,
Paper,6930,StillImage,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Openly accessible,"1 sheet of blue, brown, yellow and gray marbled paper; 9.25 x 11.50 in.",Berger-Cloonan #6930,reformatted digital,endpapers|curled marbled paper|French snail marbled papers|Dutch marbled paper|art reproduction,Surface application; Marbled; C2.B3; Previously used as an endpaper in a bookbinding; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated this sheet to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.c; Not signed. Not stamped.; Edge torn; small piece of another marbled sheet adhered to verso.,Marbled papers,2021-06-16T15:11:56.834000+00:00,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/61/pages/page_0/files/06930.jpg,,
Paper,8247,StillImage,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Openly accessible,"1 sheet of gray, pink, blue, yellow, black and white marbled paper; 7.50 x 9.00 in.",Berger-Cloonan #8247,reformatted digital,art reproduction|nonpareil marbled paper|endpapers,Surface application; Marbled; C2.B4; Previously used as an endpaper in a bookbinding; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated this sheet to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.e; Not signed. Not stamped.; Creased.,Marbled papers,2021-06-16T15:41:10.757000+00:00,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/189/pages/page_0/files/08247.jpg,,
Paper,6991,StillImage,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Openly accessible,"1 sheet of green, red, yellow, black and white marbled paper; 9.00 x 11.00 in.",Berger-Cloonan #6991,reformatted digital,Stormont marbled paper|art reproduction|endpapers,Surface application; Marbled; C2.B3; Previously used as an endpaper in a bookbinding; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated this sheet to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4.g; Not signed. Not stamped.; Yellowed and stained on verso; wrinkling; slightly worn area along binding edge.,Marbled papers,2021-06-16T15:25:39.248000+00:00,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/121/pages/page_0/files/06991.jpg,,
Paper,8236,StillImage,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Openly accessible,"1 sheet of dark red, blue, yellow, black and white marbled paper; 5.00 x 8.25 in.",Berger-Cloonan #8236,reformatted digital,art reproduction|endpapers|nonpareil marbled paper,Surface application; Marbled; C2.B4; Previously used as an endpaper in a bookbinding; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated this sheet to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.e; Not signed. Not stamped.; Abraded.,Marbled papers,2021-06-16T15:38:40.113000+00:00,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/178/pages/page_0/files/08236.jpg,,
Paper,6950,StillImage,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Openly accessible,"1 sheet of blue, yellow, pink, black and white marbled paper; 7.75 x 12.00 in.",Berger-Cloonan #6950,reformatted digital,marbled paper|Random marbled papers|art reproduction|endpapers,Surface application; Marbled; C2.B3; Previously used as an endpaper in a bookbinding; printed text visible at edges; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated this sheet to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4; Not signed. Not stamped.; Mold stains; creased; crumpled; edges chipped.,Marbled papers,2021-06-16T15:16:17.031000+00:00,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/80/pages/page_0/files/06950.jpg,,
Paper,6946,StillImage,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Openly accessible,"1 sheet of light blue, dark blue, pink, light green and white marbled paper; 7.75 x 12.50 in.",Berger-Cloonan #6946,reformatted digital,endpapers|Stone marbled papers|agate marbled paper|art reproduction,Surface application; Marbled; C2.B3; Previously used as an endpaper in a bookbinding; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated this sheet to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4.f; Not signed. Not stamped.; Creased.,Marbled papers,2021-06-16T15:15:22.426000+00:00,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/76/pages/page_0/files/06946.jpg,,
Paper,8269,StillImage,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Openly accessible,"1 sheet of red, blue, yellow and white marbled paper; 7.00 x 10.50 in.",Berger-Cloonan #8269,reformatted digital,French snail marbled papers|dutch marbled paper|art reproduction|curl marbled paper|endpapers,"Surface application; Marbled; C2.B4; Previously used as an endpaper in a bookbinding; Glossy finish; Inscriptions on original piece: ""Mod. 56"", ""52""; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated this sheet to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.c; Not signed. Not stamped.; One rough edge; corners torn.",Marbled papers,2021-06-16T15:46:12.373000+00:00,19th century [?],Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/211/pages/page_0/files/08269.jpg,,
