fedora_created,fedora_createdBy,fedora_lastModified,fedora_lastModifiedBy,ldp_contains,fedora_writable,dc_title,fedora_hasParent,files
2025-06-13T21:15:03.189000+00:00,fedoraAdmin,2025-06-13T21:15:03.189000+00:00,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/quick-audrey_objects/2/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/quick-audrey_objects/2/pages,false,A Letter with Weird Sizes,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/quick-audrey_objects,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/quick-audrey_objects/2/pages/page_0/files/mcinnis_upload_test_0001.tif|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/quick-audrey_objects/2/pages/page_1/files/mcinnis_upload_test_0002.tif|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/quick-audrey_objects/2/pages/page_2/files/mcinnis_upload_test_0003.tif|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/quick-audrey_objects/2/pages/page_3/files/mcinnis_upload_test_0004.tif|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/quick-audrey_objects/2/pages/page_4/files/mcinnis_upload_test_0005.tif
