dc_description,ldp_contains,dc_subject,fedora_created,dc_creator,fedora_lastModifiedBy,dc_title,fedora_hasParent,fedora_createdBy,dcterms_medium,dc_contributor,dc_rights,fedora_writable,dc_format,fedora_lastModified,dc_publisher,dc_type,dcterms_extent,dcterms_created,dcterms_issued,dc_language,dcterms_isPartOf,files
"""Walker & Boutall, ph. sc.""|Has watermark|Scale on original item [ca. 1:20,000]|Bird&apos;s-eye-views|London map includes index and 14 coats of arms|""From the &apos;Speculum Britannia&apos; of John Norden, London 1593, 4to.""",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/londonmaps_public_domain-2020-04-15_objects/12/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/londonmaps_public_domain-2020-04-15_objects/12/orderProxies,"Westminster (London, England)--Aerial views--Early works to 1800--Facsimiles|G5754.L7A3 1593 .N6 1899|London (England)--Aerial views--Early works to 1800--Facsimiles",2020-04-15T13:42:39.717000+00:00,"Norden, John (1548-1625?)",fedoraAdmin,Norden's maps of London and Westminster,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/londonmaps_public_domain-2020-04-15_objects,fedoraAdmin,Electronic,"London Topographical Society|Norden, John, (1548-1625?)|Keere, Pieter van den, (1571-approximately 1646)",This publication is in the public domain and may be used freely,false,Reformatted digital,2020-04-15T13:42:39.717000+00:00,London : London Topographical Society|DIGITAL: Cushing Memorial Library and Archives,Map,2 maps : 18 x 25 cm. and 16 x 25 cm. on sheet 73 x 55 cm.,1593,1899,en,Stephen Powys Marks London Collection,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/londonmaps_public_domain-2020-04-15_objects/12/pages/page_0/files/georeferenced_CML_London_4001251_Nordens.zip|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/londonmaps_public_domain-2020-04-15_objects/12/pages/page_1/files/londonmaps_4001251.jpg
