field_name,collection,csv_file
fedora_writable,berger_cloonan_batch_4,berger_cloonan_batch_4.csv
files,berger_cloonan_batch_4,berger_cloonan_batch_4.csv
dc_contributor,berger_cloonan_batch_4,berger_cloonan_batch_4.csv
dcterms_spatial,berger_cloonan_batch_4,berger_cloonan_batch_4.csv
fedora_created,berger_cloonan_batch_a,berger_cloonan_batch_a.csv
ldp_contains,berger_cloonan_batch_a,berger_cloonan_batch_a.csv
dcterms_type,berger_cloonan_batch_a,berger_cloonan_batch_a.csv
dc_title,berger_cloonan_batch_a,berger_cloonan_batch_a.csv
fedora_lastModified,berger_cloonan_batch_a,berger_cloonan_batch_a.csv
fedora_createdBy,berger_cloonan_batch_a,berger_cloonan_batch_a.csv
fedora_writable,berger_cloonan_batch_a,berger_cloonan_batch_a.csv
dc_rights,berger_cloonan_batch_a,berger_cloonan_batch_a.csv
dc_type,berger_cloonan_batch_a,berger_cloonan_batch_a.csv
dcterms_created,berger_cloonan_batch_a,berger_cloonan_batch_a.csv
dc_publisher,berger_cloonan_batch_a,berger_cloonan_batch_a.csv
fedora_hasParent,berger_cloonan_batch_a,berger_cloonan_batch_a.csv
dc_format,berger_cloonan_batch_a,berger_cloonan_batch_a.csv
tamudigital_local/details,berger_cloonan_batch_a,berger_cloonan_batch_a.csv
dcterms_medium,berger_cloonan_batch_a,berger_cloonan_batch_a.csv
dcterms_accessRights,berger_cloonan_batch_a,berger_cloonan_batch_a.csv
dc_identifier,berger_cloonan_batch_a,berger_cloonan_batch_a.csv
fedora_lastModifiedBy,berger_cloonan_batch_a,berger_cloonan_batch_a.csv
dcterms_extent,berger_cloonan_batch_a,berger_cloonan_batch_a.csv
dc_subject,berger_cloonan_batch_a,berger_cloonan_batch_a.csv
files,berger_cloonan_batch_a,berger_cloonan_batch_a.csv
dcterms_spatial,berger_cloonan_batch_a,berger_cloonan_batch_a.csv
dcterms_temporal,berger_cloonan_batch_a,berger_cloonan_batch_a.csv
dcterms_provenance,berger_cloonan_batch_a,berger_cloonan_batch_a.csv
dc_relation,berger_cloonan_batch_a,berger_cloonan_batch_a.csv
dc_identifier,brazos-maps,brazos-maps.csv
ldp_contains,brazos-maps,brazos-maps.csv
dc_language,brazos-maps,brazos-maps.csv
dcterms_spatial,brazos-maps,brazos-maps.csv
fedora_created,brazos-maps,brazos-maps.csv
dc_format,brazos-maps,brazos-maps.csv
dc_title,brazos-maps,brazos-maps.csv
