dcterms_type,dc_publisher,fedora_created,ldp_contains,fedora_createdBy,dcterms_medium,dc_format,dcterms_accessRights,fedora_lastModified,dc_type,fedora_lastModifiedBy,dc_rights,dc_title,dcterms_created,fedora_hasParent,tamudigital_local/details,dc_identifier,dc_subject,dcterms_extent,fedora_writable,files
StillImage,Texas A & M University. Libraries,2020-11-11T15:17:16.785000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-11-11_objects%5B3%5D/56/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-11-11_objects%5B3%5D/56/orderProxies,fedoraAdmin,Paper,reformatted digital,Openly accessible,2020-11-11T15:17:16.785000+00:00,art reproduction|Laid lines|Gold gilt papers,fedoraAdmin,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Berger-Cloonan #12299,Circa 1720s,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-11-11_objects%5B3%5D,Distribution of fibers; Surface application; Laid; Printed; P4.D6.F1; Overall pattern floral design; gold over carmine paste; 4 borders; laid paper; Contained in clear plastic sleeve; Sidney E. Berger and Michele V. Cloonan purchased the sheet circa 2002.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.H.1.d.1; Not signed. Not stamped.; Center fold line,12299,Decorative paper,"1 sheet of red, gold and off-white Dutch gilt paper; 13.50 x 16.50 in.",false,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-11-11_objects%5B3%5D/56/pages/page_0/files/12299.jpg
