ldp_contains,dc_type,dc_subject,fedora_lastModifiedBy,dc_rights,fedora_hasParent,dcterms_coverage,dc_format,dcterms_type,dc_description,fedora_created,fedora_createdBy,fedora_writable,fedora_lastModified,dc_title,dc_creator,dcterms_abstract,dcterms_created,files
https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/basbanes-texts_objects%5B2%5D/7/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/basbanes-texts_objects%5B2%5D/7/orderProxies,Portraits|Photographs,"Blumberg, Stephen Carrie|Portraits|Thieves|Book collectors",fedoraAdmin,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/basbanes-texts_objects%5B2%5D,Iowa--Ottumwa,reformatted digital,StillImage,"From the professional archives of Nicholas A. Basbanes, now held by Cushing Memorial Library & Archives, Texas A&M University.",2022-07-13T17:33:11.460000+00:00,fedoraAdmin,false,2022-07-13T17:33:11.460000+00:00,Photograph of Stephen C. Blumberg outside storage warehouse.,"Basbanes, Nicholas A., 1943-","Image of Stephen C. Blumberg posing with a book outside a storage warehouse photographed by Nicholas A. Basbanes during his visit to Ottumwa, IA with Blumberg shortly before the latter was sentenced for stealing more than 23,600 rare, valuable and assorted other books from 268 or more universities and museums in 45 states, two Canadian provinces, and Washington, D.C",1991,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/basbanes-texts_objects%5B2%5D/7/pages/page_0/files/blumberg-photograph%202.jpg
