fedora_created,fedora_hasParent,dcterms_created,dc_type,tamudigital_local/details,ldp_contains,dc_subject,dcterms_extent,fedora_writable,fedora_lastModifiedBy,dc_title,dc_identifier,fedora_lastModified,dc_rights,dcterms_medium,dcterms_accessRights,dc_publisher,fedora_createdBy,dcterms_type,dc_format,files,dc_creator,dcterms_spatial,dc_relation,dc_contributor
2020-11-09T20:45:46.228000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects,1770 [?],art reproduction|Gold gilt papers,"Surface application; Printed; P4.D6.F1; Overall colorful floral pattern; 4 off white borders; Inscription on original piece: ""Brokatpapier um 1700"" [written in pencil on recto]: 'Munck""; Contained in clear plastic sleeve See Haemmerle #?9?; Sidney E. Berger and Michele V. Cloonan purchased the sheet from Carta Pura in Munich, Germany in 10/2011.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.H.1.d.1; Not signed. Not stamped.; Large portion of 1 corner cut away; center fold line; center line and borders discolored on recto",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/43/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/43/pages,Decorative paper,1 sheet of Dutch gilt paper; 14.25 x 17.25 in.,false,fedoraAdmin,Berger-Cloonan #12283,12283,2020-11-09T20:45:46.228000+00:00,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Paper,Openly accessible,Texas A & M University. Libraries,fedoraAdmin,StillImage,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/43/pages/page_0/files/12283.jpg,,,,
2020-11-09T20:46:01.298000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects,Circa 1783,Laid lines|Silver gilt papers|art reproduction,"Distribution of fibers; Surface application; Laid; Printed; P4.D6.F1; Overall pattern with star or asterisk and dot design; tarnished silver over green paste; 4 borders; laid paper; Inscription original piece: ""PAUL REYMUND in NURNBERG No 16, [above that, signed in larger letters]: ""BEY GEORG REYMUND IN AUGSPURG""; Contained in clear plastic sleeve; Not in Haemmerle; 2 signatures exceptionally uncommon; Sidney E. Berger and Michele V. Cloonan purchased the sheet from Bassenge Kunst und Buchauktion in 2011.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.H.1.d.2; Not signed. Stamped.; Center fold line",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/53/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/53/orderProxies,Decorative paper,"1 sheet of green, silver and off-white silver gilt paper; 13.75 x 16.25 in.",false,fedoraAdmin,Berger-Cloonan #12296,12296,2020-11-09T20:46:01.298000+00:00,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Paper,Openly accessible,Texas A & M University. Libraries,fedoraAdmin,StillImage,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/53/pages/page_0/files/12296.jpg,"Reymund, Paul|Reymund, Georg","Augsburg, Germany",,
2020-11-09T20:45:06.689000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects,19th century,art reproduction|nonpareil marbled paper|Non pareil marbled papers,Surface application; Marbled; M4.D1.F6; Previously used as an endpaper in a bookbinding; heavy weight paper; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.e; Not signed. Not stamped. Not stickered. Not embossed.,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/12/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/12/orderProxies,Marbled papers,"1 sheet of maroon, blue, black, brown, yellow and white marbled paper; 6.00 x 9.00 in.",false,fedoraAdmin,Berger-Cloonan #1512,1512,2020-11-09T20:45:06.689000+00:00,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Paper,Openly accessible,Texas A & M University. Libraries,fedoraAdmin,StillImage,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/12/pages/page_0/files/01512.jpg,,,,
2020-11-09T20:44:04.924000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects,19th century,Non pareil marbled papers|art reproduction|nonpareil marbled paper,Surface application; Marbled; M4.D1.F6; Previously used as an endpaper in a bookbinding; heavy weight paper; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.e; Not signed. Not stamped. Not stickered. Not embossed.,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/10/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/10/orderProxies,Marbled papers,"1 sheet of maroon, blue, green, yellow and white marbled paper; 5.25 x 8.00 in.",false,fedoraAdmin,Berger-Cloonan #1510,1510,2020-11-09T20:44:04.924000+00:00,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Paper,Openly accessible,Texas A & M University. Libraries,fedoraAdmin,StillImage,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/10/pages/page_0/files/01510.jpg,,,,
2020-11-09T20:44:26.411000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects,Late 19th century,art reproduction|Embossed papers,Surface treated; Embossed; M2.D4.F7; Diamond pattern; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: IX.D; Not signed. Not stamped.; Corner missing,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/26/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/26/orderProxies,Decorative paper,1 sheet of black and white embossed paper; 5.75 x 19.50 in.,false,fedoraAdmin,Berger-Cloonan #9227,9227,2020-11-09T20:44:26.411000+00:00,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Paper,Openly accessible,Texas A & M University. Libraries,fedoraAdmin,StillImage,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/26/pages/page_0/files/09227.jpg,,,,Aschoffenberg [?]
2020-11-09T20:45:06.316000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects,19th century,art reproduction|nonpareil marbled paper|Non pareil marbled papers,Surface application; Marbled; M4.D1.F6; Previously used as an endpaper in a bookbinding; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.e; Not signed. Not stamped. Not stickered. Not embossed.,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/6/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/6/pages,Marbled papers,"1 sheet of yellow, green, blue, purple, red and white marbled paper; 4.25 x 7.00 in.",false,fedoraAdmin,Berger-Cloonan #1502,1502,2020-11-09T20:45:06.316000+00:00,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Paper,Openly accessible,Texas A & M University. Libraries,fedoraAdmin,StillImage,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/6/pages/page_0/files/01502.jpg,,,,
2020-11-09T20:45:27.475000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects,19th century,Oil on water marbled papers|art reproduction,Surface application; Marbled; M5.D3.F9; Glossy finish; Frederik Muller donated the sheet to Sidney E. Berger and Michele V. Cloonan in 2008.  Sidney E. Berger met Frederik Muller at the Antiquarian Booksellers Association of America (ABAA) Book Fair in Boston that same year.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.f; Not signed. Not stamped.; Marbling color on side edges on verso; creased; wrinkled; black marks on verso,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/30/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/30/pages,Marbled papers,"1 sheet of purple, brown, black and cream marbled paper; 20.00 x 25.75 in.",false,fedoraAdmin,Berger-Cloonan #11376,11376,2020-11-09T20:45:27.475000+00:00,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Paper,Openly accessible,Texas A & M University. Libraries,fedoraAdmin,StillImage,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/30/pages/page_0/files/11376.jpg,,,M5.D3.F9.A,
2020-11-09T20:45:49.709000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects,Late 18th century,art reproduction|Laid lines|Gold gilt papers,"Distribution of fibers; Surface application; Laid; Printed; P4.D6.F1; Overall pattern of 4 rows of 7 saints each; gold against carmine paste; 4 borders; laid paper; Inscription original piece: ""Renner & Abel Nuernberg""; Contained in clear plastic sleeve with #12287See Haemmerle #387; Sidney E. Berger and Michele V. Cloonan purchased the sheet from Graham Day in 01/2005.  Graham Day originally purchased the sheet at a Sotheby's sale in London, England on 11/30/2004.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.H.1.d.1; Not signed. Stamped.; Torn at center top; center fold line",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/48/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/48/orderProxies,Decorative paper,"1 sheet of red, gold and off-white Dutch gilt paper; 13.50 x 15.50 in.",false,fedoraAdmin,Berger-Cloonan #12288,12288,2020-11-09T20:45:49.709000+00:00,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Paper,Openly accessible,Texas A & M University. Libraries,fedoraAdmin,StillImage,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/48/pages/page_0/files/12288.jpg,G.N. Renner and Abel,"Nuremberg, Germany",P4.D6.F1.A,
2020-11-09T20:45:06.353000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects,Circa 1750,Gold gilt papers|Laid lines|art reproduction,Distribution of fibers; Surface application; Laid; Printed; P4.D6.F1; Overall pattern floral design; gold over carmine paste; 4 borders; laid paper; Contained in clear plastic sleeve; Sidney E. Berger and Michele V. Cloonan purchased the sheet from the anitquarian Sabine Keune in 02/2001.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.H.1.d.1; Not signed. Not stamped.; Center fold line,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/58/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/58/orderProxies,Decorative paper,"1 sheet of red, gold and off-white Dutch gilt paper; 13.50 x 16.50 in.",false,fedoraAdmin,Berger-Cloonan #12301,12301,2020-11-09T20:45:06.353000+00:00,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Paper,Openly accessible,Texas A & M University. Libraries,fedoraAdmin,StillImage,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/58/pages/page_0/files/12301.jpg,,,,
2020-11-09T20:45:06.794000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects,19th century,art reproduction|nonpareil marbled paper|Non pareil marbled papers,Surface application; Marbled; M4.D1.F6; Previously used as an endpaper in a bookbinding; heavy weight paper; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.e; Not signed. Not stamped. Not stickered. Not embossed.; 1 large tear; edges worn and uneven,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/13/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/13/pages,Marbled papers,"1 sheet of maroon, blue, green, yellow and white marbled paper; 5.75 x 8.50 in.",false,fedoraAdmin,Berger-Cloonan #1513,1513,2020-11-09T20:45:06.794000+00:00,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Paper,Openly accessible,Texas A & M University. Libraries,fedoraAdmin,StillImage,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/13/pages/page_0/files/01513.jpg,,,,
2020-11-09T20:44:25.840000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects,19th century,French snail marbled papers|curl marbled paper|dutch marbled paper|art reproduction,"Surface application; Marbled; M4.D1.F6; Previously used as an endpaper in a bookbinding; heavy weight paper; Inscription original piece: ""French curl""; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.c; Not signed. Not stamped. Not stickered. Not embossed.",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/17/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/17/pages,Marbled papers,"1 sheet of green, blue, red, yellow and white marbled paper; 7.00 x 10.00  in.",false,fedoraAdmin,French Curl (Berger-Cloonan #1517),1517,2020-11-09T20:44:25.840000+00:00,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Paper,Openly accessible,Texas A & M University. Libraries,fedoraAdmin,StillImage,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/17/pages/page_0/files/01517.jpg,,,,
2020-11-09T20:45:26.040000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects,19th century,art reproduction|French snail marbled papers|curl marbled paper|dutch marbled paper,"Surface application; Marbled; M4.D1.F6; Previously used as an endpaper in a bookbinding; Inscription original piece: ""similar to W. H. Wolnough mid-late 19th C?""; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.c; Not signed. Not stamped. Not stickered. Not embossed.",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/3/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/3/pages,Marbled papers,"1 sheet of brown, blue, maroon and white marbled paper; 5.25 x 8.50 in.",false,fedoraAdmin,Berger-Cloonan #1499,1499,2020-11-09T20:45:26.040000+00:00,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Paper,Openly accessible,Texas A & M University. Libraries,fedoraAdmin,StillImage,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/3/pages/page_0/files/01499.jpg,,,,
2020-11-09T20:44:46.568000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects,1750 [?],art reproduction|Laid lines|Gold gilt papers,"Distribution of fibers; Surface application; Laid; Printed; P4.D6.F1; Overall floral pattern; rose paste background; 4 light gray borders; laid paper; Inscription original piece: ""(Nuremberg ca. 1750)  see #8828""; Contained in clear plastic sleeve along with another sheet of Dutch gilt; Sidney E. Berger and Michele V. Cloonan purchased the sheet.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.H.1.d.1; Not signed. Not stamped.; Center fold line",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/35/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/35/orderProxies,Decorative paper,"1 sheet of pink, gold and light gray Dutch gilt paper; 13.50 x 16.25 in.",false,fedoraAdmin,Berger-Cloonan #12275,12275,2020-11-09T20:44:46.568000+00:00,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Paper,Openly accessible,Texas A & M University. Libraries,fedoraAdmin,StillImage,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/35/pages/page_0/files/12275.jpg,,"Nuremberg, Germany",,
2020-11-09T20:44:47.115000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects,Circa 1745,Laid lines|Gold gilt papers|art reproduction,"Distribution of fibers; Surface application; Laid; Printed; P4.D6.F1; Overall checkerboard pattern; gold against orange paste; 4 borders; laid paper; Inscription original piece: ""In Augspurg bei Johann Wilhelm Mayer No 9""; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.H.1.d.1; Not signed. Stamped.",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/45/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/45/orderProxies,Decorative paper,"1 sheet of orange, gold and off-white Dutch gilt paper; 14.25 x 17.75 in.",false,fedoraAdmin,Berger-Cloonan #12285,12285,2020-11-09T20:44:47.115000+00:00,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Paper,Openly accessible,Texas A & M University. Libraries,fedoraAdmin,StillImage,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/45/pages/page_0/files/12285.jpg,"Meyer, Johann Wilhem","Augsburg, Germany",,
2020-11-09T20:44:47.698000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects,19th century,Oil on water marbled papers|art reproduction,Surface application; Marbled; M5.D3.F9; Glossy finish; light weight paper; Frederik Muller donated the sheet to Sidney E. Berger and Michele V. Cloonan in 2008.  Sidney E. Berger met Frederik Muller at the Antiquarian Booksellers Association of America (ABAA) Book Fair in Boston that same year.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.f; Not signed. Not stamped.; Marbling color on side edges on verso; creased; torn; wrinkled,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/33/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/33/orderProxies,Marbled papers,1 sheet of brown and cream marbled paper; 20.00 x 30.00 in.,false,fedoraAdmin,Berger-Cloonan #11379,11379,2020-11-09T20:44:47.698000+00:00,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Paper,Openly accessible,Texas A & M University. Libraries,fedoraAdmin,StillImage,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/33/pages/page_0/files/11379.jpg,,,M5.D3.F9.A,
2020-11-09T20:44:54.727000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects,Circa 1720s,Laid lines|art reproduction|Gold gilt papers,Distribution of fibers; Surface application; Laid; Printed; P4.D6.F1; Overall pattern floral design; gold over carmine paste; 4 borders; laid paper; Contained in clear plastic sleeve; Sidney E. Berger and Michele V. Cloonan purchased the sheet circa 2002.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.H.1.d.1; Not signed. Not stamped.; Center fold line,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/56/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/56/pages,Decorative paper,"1 sheet of red, gold and off-white Dutch gilt paper; 13.50 x 16.50 in.",false,fedoraAdmin,Berger-Cloonan #12299,12299,2020-11-09T20:44:54.727000+00:00,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Paper,Openly accessible,Texas A & M University. Libraries,fedoraAdmin,StillImage,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/56/pages/page_0/files/12299.jpg,,,,
2020-11-09T20:44:47.336000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects,1740,Laid lines|Gold gilt papers|art reproduction,"Distribution of fibers; Surface application; Laid; Printed; P4.D6.F1; Overall floral pattern against unpasted sheet; 4 borders; laid paper; Inscription original piece: ""In Augspurg bei Johan Wilhel[m] Meyer No 1""; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.H.1.d.1; Not signed. Stamped.",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/44/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/44/pages,Decorative paper,1 sheet of gold and off-white Dutch gilt paper; 14.25 x 17.75 in.,false,fedoraAdmin,Berger-Cloonan #12284,12284,2020-11-09T20:44:47.336000+00:00,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Paper,Openly accessible,Texas A & M University. Libraries,fedoraAdmin,StillImage,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/44/pages/page_0/files/12284.jpg,"Meyer, Johann Wilhem","Augsburg, Germany",,
