fedora_createdBy,fedora_writable,dcterms_accessRights,dc_type,dc_format,dc_subject,fedora_hasParent,dc_publisher,dcterms_created,fedora_lastModifiedBy,tamudigital_local/details,fedora_lastModified,dc_rights,fedora_created,dc_identifier,dcterms_extent,dc_title,ldp_contains,dcterms_spatial,dcterms_medium,dcterms_type,files
fedoraAdmin,false,Openly accessible,Gold gilt papers|art reproduction|Laid lines,reformatted digital,Decorative paper,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-11-11_objects,Texas A & M University. Libraries,1750 [?],fedoraAdmin,"Distribution of fibers; Surface application; Laid; Printed; P4.D6.F1; Overall floral pattern; rose paste background; 4 light gray borders; laid paper; Inscription original piece: ""(Nuremberg ca. 1750)  see #8828""; Contained in clear plastic sleeve along with another sheet of Dutch gilt; Sidney E. Berger and Michele V. Cloonan purchased the sheet.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.H.1.d.1; Not signed. Not stamped.; Center fold line",2020-11-11T15:17:16.074000+00:00,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",2020-11-11T15:17:16.074000+00:00,12275,"1 sheet of pink, gold and light gray Dutch gilt paper; 13.50 x 16.25 in.",Berger-Cloonan #12275,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-11-11_objects/35/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-11-11_objects/35/orderProxies,"Nuremberg, Germany",Paper,StillImage,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-11-11_objects/35/pages/page_0/files/12275.jpg
