dc_publisher,dc_identifier,dc_type,fedora_created,dc_rights,dcterms_medium,fedora_lastModified,dc_format,dc_subject,ldp_contains,dcterms_spatial,fedora_lastModifiedBy,fedora_writable,dc_creator,dcterms_extent,dcterms_type,tamudigital_local/details,dcterms_accessRights,fedora_hasParent,fedora_createdBy,dc_title,dcterms_created,files
Texas A & M University. Libraries,12292,Laid lines|Gold gilt papers|art reproduction,2020-11-11T15:17:16.794000+00:00,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Paper,2020-11-11T15:17:16.794000+00:00,reformatted digital,Decorative paper,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-11-11_objects%5B4%5D/51/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-11-11_objects%5B4%5D/51/orderProxies,"Nuremberg, Germany",fedoraAdmin,false,"Eckartz, J. G.","1 sheet of tan, gold and off-white Dutch gilt paper; 14.25 x 17.25 in.",StillImage,"Distribution of fibers; Surface application; Laid; Printed; P4.D6.F1; Overall decorative striped pattern; gold foil over tan paste; 4 borders; laid paper; Inscription original piece: ""J G ECKARTZ Fabrik bunter Papiere in Nuernberg""; Contained in tissue paper; See Haemmerle #5; Sidney E. Berger and Michele V. Cloonan purchased the sheet from Andreas Mueller in Potsdam, Germany in 03/2012.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.H.1.d.1; Not signed. Stamped.; Center fold line; small edge tears",Openly accessible,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-11-11_objects%5B4%5D,fedoraAdmin,Berger-Cloonan #12292,Circa 1820,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-11-11_objects%5B4%5D/51/pages/page_0/files/12292.jpg
