fedora_created,ldp_contains,dcterms_type,dc_title,fedora_lastModified,fedora_createdBy,fedora_writable,dc_rights,dc_type,dcterms_created,dc_publisher,fedora_hasParent,dc_format,tamudigital_local/details,dcterms_medium,dcterms_accessRights,dc_identifier,fedora_lastModifiedBy,dcterms_extent,dc_subject,files,dcterms_spatial,dcterms_temporal,dcterms_provenance,dc_relation
2021-03-15T16:52:18.737000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/92/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/92/orderProxies,StillImage,Berger-Cloonan #6431,2021-06-21T23:25:47.033000+00:00,fedoraAdmin,false,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",endpapers|Hair vein marbled papers|art reproduction,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects,reformatted digital,Surface application; Marbled; M5.D5.F10; Previously used as an endpaper in a bookbinding; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4.c; Not signed. Not stamped. Not stickered. Not embossed.; Musty odor,Paper,Openly accessible,6431,fedoraAdmin,"1 sheet of tan, blue and white marbled paper; 4.25 x 6.75 in.",Marbled papers,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/92/pages/page_0/files/06431.jpg,,,,
2021-03-15T18:04:48.961000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/407/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/407/pages,StillImage,Berger-Cloonan #12848,2021-03-15T18:04:48.961000+00:00,fedoraAdmin,false,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",art reproduction|Stone marbled papers|agate marbled paper,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects,reformatted digital,Surface application; Marbled; C2.B1; Previously used as an endpaper in a bookbinding; Cover has one page attached at binding edge; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4.f; Not signed. Not stamped.; Yellowing and spot staining on verso; rough binding edge; creased bottom edge on attached page; musty odor,Paper,Openly accessible,12848,fedoraAdmin,"1 sheet of brown, black, red, yellow and white marbled paper; 5.25 x 8.50 in.",Marbled papers,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/407/pages/page_0/files/12848.jpg,,,,
2021-03-15T17:04:16.691000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/151/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/151/pages,StillImage,Berger-Cloonan #13199,2021-06-22T00:36:56.673000+00:00,fedoraAdmin,false,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",dutch marbled paper|curl marbled paper|art reproduction|endpapers|French snail marbled papers,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects,reformatted digital,Surface application; Marbled; M5.D5.F10; Previously used as an endpaper in a bookbinding; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.c; Not signed. Not stamped.; Creased corners; staining on verso; musty odor,Paper,Openly accessible,13199,fedoraAdmin,1 sheet of brown and yellow marbled paper; 6.00 x 8.75 in.,Marbled papers,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/151/pages/page_0/files/13199.jpg,,,,
2021-03-15T16:46:52.417000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/32/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/32/pages,StillImage,Berger-Cloonan #5029,2021-03-15T16:46:52.417000+00:00,fedoraAdmin,false,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Calendered papers|Moire random marbled papers|art reproduction,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects,reformatted digital,Surface application; Surface treated; Marbled; Calendered; W2.D9.F3; Calendered; shiny sheen; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4.d; IX.A; Not signed. Not stamped. Not stickered. Not embossed.; Paper discolored; 2 corners missing; torn edges,Paper,Openly accessible,5029,fedoraAdmin,"1 sheet of tan, blue, red, yellow, gold and white marbled paper; 20.25 x 25.50 in.",Marbled papers,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/32/pages/page_0/files/05029.jpg,France,,,
2021-03-15T17:35:23.651000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/279/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/279/orderProxies,StillImage,Berger-Cloonan #6629,2021-03-15T17:35:23.651000+00:00,fedoraAdmin,false,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",marbled paper|art reproduction|Random marbled papers,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects,reformatted digital,Surface application; Marbled; C2.B1; Previously used as an endpaper in a bookbinding; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4; Not signed. Not stamped. Not stickered. Not embossed.; Musty odor,Paper,Openly accessible,6629,fedoraAdmin,"1 sheet of black, yellow and white marbled paper; 6.25 x 7.50 in.",Marbled papers,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/279/pages/page_0/files/06629.jpg,,,,
2021-03-15T17:51:55.014000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/351/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/351/orderProxies,StillImage,Berger-Cloonan #6835,2021-03-15T17:51:55.014000+00:00,fedoraAdmin,false,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",art reproduction|Stormont marbled papers|Laid lines,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects,reformatted digital,Distribution of fibers; Surface application; Laid; Marbled; C2.B2; Previously used as an endpaper in a bookbinding; laid paper; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.F.4.g; Not signed. Not stamped.; Faded edges on verso and recto; tiny edge tears; small worn area along binding edge; worn area on verso; musty odor,Paper,Openly accessible,6835,fedoraAdmin,"1 sheet of blue, light blue, red and white marbled paper; 4.75 x 7.50 in.",Marbled papers,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/351/pages/page_0/files/06835.jpg,,,,
2021-03-15T17:33:19.035000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/270/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/270/pages,StillImage,Berger-Cloonan #6620,2021-03-15T17:33:19.035000+00:00,fedoraAdmin,false,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",art reproduction|Stormont marbled papers,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects,reformatted digital,Surface application; Marbled; C2.B1; Previously used as an endpaper in a bookbinding; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4.g; Not signed. Not stamped. Not stickered. Not embossed.; Edge torn; musty odor,Paper,Openly accessible,6620,fedoraAdmin,"1 sheet of blue, brown and white marbled paper; 5.25 x 8.25 in.",Marbled papers,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/270/pages/page_0/files/06620.jpg,,,,
2021-03-15T17:10:32.984000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/180/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/180/orderProxies,StillImage,Berger-Cloonan #6493,2021-06-22T01:50:54.522000+00:00,fedoraAdmin,false,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",art reproduction|Random marbled papers|endpapers|marbled paper,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects,reformatted digital,Surface application; Marbled; M5.D5.F10; Previously used as an endpaper in a bookbinding; lightly textured paper; heavy weight paper with semi-glossy finish; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4; Not signed. Not stamped.; Fading on recto; yellowing on verso; wrinkling; slightly irregular binding edge; musty odor,Paper,Openly accessible,6493,fedoraAdmin,"1 sheet of red, blue, green, white and cream marbled paper; 10.75 x 15.75 in.",Marbled papers,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/180/pages/page_0/files/06493.jpg,,,,
2021-03-15T17:10:04.236000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/179/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/179/pages,StillImage,Berger-Cloonan #6492,2021-06-22T01:49:23.265000+00:00,fedoraAdmin,false,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",dutch marbled paper|curl marbled paper|art reproduction|endpapers|French snail marbled papers,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects,reformatted digital,Surface application; Marbled; M5.D5.F10; Previously used as an endpaper in a bookbinding; lightly textured paper; glossy finish; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.c; Not signed. Not stamped.; Paper has been folded in fourths; long fold has all but separated; long rectangular section cut out along one edge; edge and corner tears; creased corners; yellowing along folds and staining on verso and recto; musty odor,Paper,Openly accessible,6492,fedoraAdmin,"1 sheet, front and back; blue, red and white marbled paper on both sides; 16.00 x 19.00 in.",Marbled papers,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/179/pages/page_0/files/06492.jpg|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/179/pages/page_1/files/06492a.jpg,,,,
2021-03-15T17:12:54.515000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/19/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/19/pages,StillImage,Berger-Cloonan #5016,2021-03-15T17:12:54.515000+00:00,fedoraAdmin,false,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Calendered papers|Moire random marbled papers|art reproduction,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects,reformatted digital,Surface application; Surface treated; Marbled; Calendered; W2.D9.F3; Calendered; shiny sheen; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4.d; IX.A; Not signed. Not stamped.; Paper discolored,Paper,Openly accessible,5016,fedoraAdmin,"1 sheet of tan, blue, red, yellow, gold and white marbled paper; 20.25 x 25.50 in.",Marbled papers,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/19/pages/page_0/files/05016.jpg,France,,,
2021-03-15T18:00:34.928000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/389/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/389/orderProxies,StillImage,Berger-Cloonan #6873,2021-03-15T18:00:34.928000+00:00,fedoraAdmin,false,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Stormont marbled papers|art reproduction,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects,reformatted digital,"Surface application; Marbled; C2.B2; Previously used as an endpaper in a bookbinding; Inscription original piece: ""BOUND BY T. AITKEN, RESTORED BY J. MACDONALD CO. NORWALK""; ""ne 1 1st Edition Hazlett H 434'; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4.g; Not signed. Not stamped.; Discolored; edge torn; musty odor",Paper,Openly accessible,6873,fedoraAdmin,"1 sheet of blue, red, yellow, black and white marbled paper; 5.00 x 7.25 in.",Marbled papers,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/389/pages/page_0/files/06873.jpg,,,,
2021-03-15T17:57:04.109000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/375/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/375/orderProxies,StillImage,Berger-Cloonan #6859,2021-03-15T17:57:04.109000+00:00,fedoraAdmin,false,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",art reproduction|Stormont marbled papers,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects,reformatted digital,"Surface application; Marbled; C2.B2; Previously used as an endpaper in a bookbinding; Inscription original piece: ""Platy"";[stamped in black ink on verso]: [zebra-like animal on initials] Y. R [(K?)""; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4.g; Not signed. Not stamped.; Faded and worn; creased corners; yellowed and stained on verso; irregular binding edge; musty odor",Paper,Openly accessible,6859,fedoraAdmin,"1 sheet of blue, tan and white marbled paper; 4.00 x 6.50 in.",Marbled papers,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/375/pages/page_0/files/06859.jpg,,,,
2021-03-15T16:52:32.528000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/95/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/95/orderProxies,StillImage,Berger-Cloonan #6434,2021-06-21T23:28:36.774000+00:00,fedoraAdmin,false,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",art reproduction|endpapers|Stormont marbled papers,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects,reformatted digital,Surface application; Marbled; M5.D5.F10; Previously used as an endpaper in a bookbinding; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4.g; Not signed. Not stamped. Not stickered. Not embossed.; Edges torn; stained; musty odor,Paper,Openly accessible,6434,fedoraAdmin,"1 sheet of light brown, dark brown and white marbled paper; 5.00 x 8.25 in.",Marbled papers,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/95/pages/page_0/files/06434.jpg,,,,
2021-03-15T17:01:02.337000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/138/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/138/pages,StillImage,Berger-Cloonan #6468,2021-06-22T00:19:27.661000+00:00,fedoraAdmin,false,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",art reproduction|endpapers|nonpareil marbled paper|Non pareil marbled papers,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects,reformatted digital,Surface application; Marbled; M5.D5.F10; Previously used as an endpaper in a bookbinding; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.e; Not signed. Not stamped.; Wrinkling; torn corners and edges; air bubble marks on recto; fading; musty odor,Paper,Openly accessible,6468,fedoraAdmin,"1 sheet of red, blue, green, yellow, white and tan marbled paper; 6.50 x 5.50 in.",Marbled papers,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/138/pages/page_0/files/06468.jpg,,,,
2021-03-15T16:56:53.470000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/12/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/12/orderProxies,StillImage,Berger-Cloonan #5009,2021-03-15T16:56:53.470000+00:00,fedoraAdmin,false,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",art reproduction|Random marbled papers|marbled paper,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects,reformatted digital,Surface application; Marbled; W2.D9.F3; Slight metallic sheen; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4; Not signed. Not stamped. Not stickered. Not embossed.; Square cut from one corner,Paper,Openly accessible,5009,fedoraAdmin,"1 sheet of gold, white and light red marbled paper; 12.00 x 17.50 in.",Marbled papers,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/12/pages/page_0/files/05009.jpg,France,,,
2021-03-15T16:58:15.798000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/125/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/125/pages,StillImage,Berger-Cloonan #6459,2021-06-22T00:01:59.450000+00:00,fedoraAdmin,false,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",art reproduction|Random marbled papers|endpapers|marbled paper,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects,reformatted digital,Surface application; Marbled; M5.D5.F10; Previously used as an endpaper in a bookbinding; glossy finish; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4; Not signed. Not stamped. Not stickered. Not embossed.; Torn; creased; irregular edges; musty odor,Paper,Openly accessible,6459,fedoraAdmin,"1 sheet of red, brown and cream marbled paper; 3.00 x 5.00 in.",Marbled papers,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/125/pages/page_0/files/06459.jpg,,,,
2021-03-15T17:49:22.071000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/340/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/340/pages,StillImage,Berger-Cloonan #6823,2021-03-15T17:49:22.071000+00:00,fedoraAdmin,false,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Non pareil marbled papers|art reproduction|nonpareil marbled paper,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects,reformatted digital,Surface application; Marbled; C2.B2; Previously used as an endpaper in a bookbinding; attached to blank sheet of paper; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.e; Not signed. Not stamped.; Musty odor,Paper,Openly accessible,6823,fedoraAdmin,"1 sheet of dark red, pink, tan and blue marbled paper; 5.00 x 7.25 in.",Marbled papers,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/340/pages/page_0/files/06823.jpg,,,,
2021-03-15T17:45:37.957000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/321/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/321/orderProxies,StillImage,Berger-Cloonan #6671,2021-03-15T17:45:37.957000+00:00,fedoraAdmin,false,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",curl marbled paper|Bouquet marbled papers|art reproduction,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects,reformatted digital,"Surface application; Marbled; C2.B1; Previously used as an endpaper in a bookbinding; semi-glossy finish; Inscription original piece: ""xx/26 Fielding (Nancy)second edition?, First published 1736""--[written in pencil on verso]; ""BOUND BY SANGORSKI & SUTCLIFFE LONDON""--[printed in black ink on verso]; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.a; Not signed. Not stamped.; Creasing along edge on recto; slightly uneven binding edge; musty odor",Paper,Openly accessible,6671,fedoraAdmin,"1 sheet of red, blue, orange and white marbled paper; 5.00 x 7.75 in.",Marbled papers,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/321/pages/page_0/files/06671.jpg,,,,
