dc_rights,dc_type,dc_subject,dc_format,ldp_contains,fedora_created,dc_language,fedora_writable,fedora_createdBy,fedora_lastModifiedBy,fedora_hasParent,dc_publisher,dc_description,dcterms_extent,dcterms_issued,dcterms_isPartOf,dc_title,dc_summary,dcterms_type,fedora_lastModified,files
"In copyright--educational user permitted; for more information, see http://rightsstatements.org/vocab/InC-EDU/1.0/",film posters|Posters,United States|Waterworld (Motion picture)|Science fiction films,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/5d/55/f9/80/5d55f980-a60b-45c2-b10c-2aacd40f34a8/scifi-exhibit-2021-pass-d_objects%5B5%5D/102/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/5d/55/f9/80/5d55f980-a60b-45c2-b10c-2aacd40f34a8/scifi-exhibit-2021-pass-d_objects%5B5%5D/102/pages,2022-11-11T16:45:55.899000+00:00,eng,false,fedoraAdmin,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/5d/55/f9/80/5d55f980-a60b-45c2-b10c-2aacd40f34a8/scifi-exhibit-2021-pass-d_objects%5B5%5D,Universal Pictures,"Held in the Science Fiction & Fantasy Research Collection at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas and included in an exhibition, ""Live To Build A Better World: Despair, Survival, and Hope in Science Fiction’s Response to Environmental Change,""  at Cushing from January 19, 2021-June 30, 2021.",1 poster with colored illustrations and text; 102 x 69 cm,1995,Science Fiction & Fantasy Research Collection,"Waterworld, coming soon : beyond the horizon lies the secret to a new beginning",Movie poster of the 1995 movie Waterworld,StillImage,2022-11-11T16:45:55.899000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/5d/55/f9/80/5d55f980-a60b-45c2-b10c-2aacd40f34a8/scifi-exhibit-2021-pass-d_objects%5B5%5D/102/pages/page_0/files/Waterworld.jpg
