dc_format,dcterms_spatial,fedora_createdBy,fedora_hasParent,dcterms_temporal,dc_subject,dc_contributor,ldp_contains,dc_publisher,fedora_writable,fedora_lastModified,dcterms_type,dc_description,fedora_created,dcterms_created,fedora_lastModifiedBy,dc_title,dc_creator,dcterms_abstract,dc_rights,files,dc_identifier,dc_language
Reformatted digital,United States|Texas|College Station (Tex.),fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects,,"Texas A & M University--History-20th century|Depressions--1929--Texas|Portraits|College Station (Tex.)--History--20th century|Giesecke, Frederick E. (Frederick Ernest), 1869-1953",Texas A & M University. Cushing Memorial Library,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/47/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/47/pages,Texas A & M University. Libraries,false,2020-11-19T23:09:02.556000+00:00,Photographs|StillImage,"Inscription on item: Giesecke Bio Photo #; This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives; Remstar #2",2020-11-19T23:09:02.556000+00:00,,fedoraAdmin,Frederick E. Giesecke,,"Headshot of Frederick E. Giesecke, Class of 1886, who served as the head of the Department of Mechanical Drawing, University Architect, and director of the Engineering Experiment Station.",In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/47/pages/page_0/files/atimeofresolve_0059_2019-03.jpg,Headshot_of_Giesecke_208,
Reformatted digital,Texas|United States|College Station (Tex.),fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects,,"Depressions--1929--Texas|Southwest Conference Champions|Football players|Kimbrough, John|Portraits|College Station (Tex.)--History--20th century|1939 National Champions|Texas A & M University--History-20th century",Texas A & M University. Cushing Memorial Library,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/49/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/49/orderProxies,Texas A & M University. Libraries,false,2020-11-19T23:07:59.456000+00:00,Photographs|StillImage,"Inscription on item: Kimbrough Bio Photo #; This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives; Remstar #2",2020-11-19T23:07:59.456000+00:00,,fedoraAdmin,John Kimbrough,,Photo of All-American Fullback Jarrin' John Kimbrough.,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/49/pages/page_0/files/atimeofresolve_0061_2019-03.jpg,John_Kimbrough_1941_WC,
Reformatted digital,United States|Texas|College Station (Tex.),fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects,Depressions--1929,Cupolas|Weather vanes|Architectural elements|College Station (Tex.)--History--20th century|Domes|Texas A & M University--History-20th century|Depressions--1929--Texas|Architecture--Details,Texas A & M University. Cushing Memorial Library,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/29/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/29/pages,Texas A & M University. Libraries,false,2020-11-19T22:37:37.144000+00:00,Photographs|StillImage,"Inscription on item: Architectural Detail Photo #; This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives; Remstar #3",2020-11-19T22:37:37.144000+00:00,,fedoraAdmin,Copper Cupolas on the Horse Barn,,Photo of the copper cupolas and weather vanes on the Horse Barn.,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/29/pages/page_0/files/atimeofresolve_0042_2019-03.jpg,Copper_Cupolas_On_Old_Horse_Barn_1,
Reformatted digital,United States|Texas|College Station (Tex.),fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects,Depressions--1929|Nineteen thirties,Architectural drawings|Design drawings|College Station (Tex.)--History--20th century|Texas A & M University--History-20th century|Depressions--1929--Texas,Texas A & M University. Cushing Memorial Library,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/116/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/116/orderProxies,Texas A & M University. Libraries,false,2020-11-19T22:35:49.166000+00:00,StillImage|Architectural drawings,"This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives",2020-11-19T22:35:49.166000+00:00,1932-10-05,fedoraAdmin,"Drawing Showing the North, South, East and West Elevations for the Horse Barn","Stripling, Raiford|Vosper, Samuel Charles Phelps","Drawing showing the north, south, east, and west elevations of the Horse Barn.  Included in the east and west elevations are the additional stalls and units that were never built.",In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/116/pages/page_0/files/atimeofresolve_0120_2019-03.jpg,,
Reformatted digital,College Station (Tex.)|Texas|United States,fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects,Depressions--1929,College Station (Tex.)--History--20th century|Texas A & M University--History-20th century|Depressions--1929--Texas|Flag pole|Flagpoles,Texas A & M University. Cushing Memorial Library,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/68/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/68/pages,Texas A & M University. Libraries,false,2020-11-19T22:40:59.917000+00:00,Photographs|StillImage,"This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives; Fritz Hensel '07 Collection",2020-11-19T22:40:59.917000+00:00,,fedoraAdmin,Flagpole Base,,"Photo of men standing next to the flag pole base with the ""Little Cadet"".",In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/68/pages/page_0/files/atimeofresolve_0081_2019-03.jpg,Workers_Standing_Next_to_Flag_Pole,
Reformatted digital,Texas|United States|College Station (Tex.),fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects,,Historic buildings|College Station (Tex.)--History--20th century|TAES Annex Building|Depressions--1929--Texas|Texas A & M University--History-20th century,Texas A & M University. Cushing Memorial Library,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/48/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/48/orderProxies,Texas A & M University. Libraries,false,2020-11-19T23:02:48.188000+00:00,Photographs|StillImage,"Inscription on item: Horse Barn Photo # ; This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives ; Remstar #3",2020-11-19T23:02:48.188000+00:00,,fedoraAdmin,Horse Barn,,Photo of the Horse Barn looking from the Northwest.,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/48/pages/page_0/files/atimeofresolve_0060_2019-03.jpg,In-Same-Folder-As(Old_Horse_Barn_Cast_Stone),
Reformatted digital,United States|Texas|College Station (Tex.),fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects,Depressions--1929|Nineteen thirties,Depressions--1929--Texas|Reveille I|College Station (Tex.)--History--20th century|Mascots|Texas A & M University--History-20th century,Texas A & M University. Cushing Memorial Library,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/70/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/70/orderProxies,Texas A & M University. Libraries,false,2020-11-19T23:03:03.360000+00:00,Photographs|StillImage,"this item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives",2020-11-19T23:03:03.360000+00:00,1936,fedoraAdmin,Reveille I's Blanket,,Blanket worn by A&M College mascot Reveille I during the 1936-37 season.,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/70/pages/page_0/files/atimeofresolve_0016_2019-03.jpg,Rev's Jacket - Framed_Front,
Reformatted digital,United States|Texas|College Station (Tex.),fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects,Nineteen sixties,"Portraits, Group|Architectural elements|College Station (Tex.)--History--20th century|Texas A & M University--History-20th century|Depressions--1929--Texas|Architecture--Details|Group portraits",Texas A & M University. Cushing Memorial Library,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/50/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/50/pages,Texas A & M University. Libraries,false,2020-11-19T22:39:12.022000+00:00,Photographs|StillImage,"This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives; Graphic Services",2020-11-19T22:39:12.022000+00:00,1966,fedoraAdmin,1966 Wool Judging Team,,Photo of the 1966 Wool Judging Team in front of the stairs in the Animal Industries Building.,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/50/pages/page_0/files/atimeofresolve_0062_2019-03.jpg,,
Reformatted digital,Texas|United States|College Station (Tex.),fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects,Nineteen thirties|Depressions--1929,Architectural drawings|Design drawings|College Station (Tex.)--History--20th century|Depressions--1929--Texas|Texas A & M University--History-20th century,Texas A & M University. Cushing Memorial Library,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/83/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/83/orderProxies,Texas A & M University. Libraries,false,2020-11-19T23:02:16.431000+00:00,StillImage|Architectural drawings,"This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives",2020-11-19T23:02:16.431000+00:00,1932,fedoraAdmin,Abattoir Wing Animal Industries Building South and West Elevations,"Atkinson, J. B.",Drawing of the East and South elevations to the Abattoir Wing of the Animal Industries Building.,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/83/pages/page_0/files/atimeofresolve_0087_2019-03.jpg,,
Reformatted digital,College Station (Tex.)|United States|Texas,fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects,Depressions--1929,"College Station (Tex.)--History--20th century|Depressions--1929--Texas|Texas A & M University--History-20th century|Football players|Routt, Joe",Texas A & M University. Cushing Memorial Library,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/131/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/131/pages,Texas A & M University. Libraries,false,2020-11-19T22:52:16.531000+00:00,StillImage|Photographs,"This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives; Graphic Services",2020-11-19T22:52:16.531000+00:00,,fedoraAdmin,Joe Routt,,Photo of two-time All-American Football player Joe Routt.,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/131/pages/page_0/files/atimeofresolve_0135_2019-03.jpg,,
Reformatted digital,College Station (Tex.)|United States|Texas,fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects,Depressions--1929|Nineteen thirties,College Station (Tex.)--History--20th century|Depressions--1929--Texas|Texas A & M University--History-20th century|Building|Historic buildings,Texas A & M University. Cushing Memorial Library,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/32/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/32/pages,Texas A & M University. Libraries,false,2020-11-19T22:37:50.705000+00:00,Photographs|StillImage,"Inscription on item: Dormitories Photos #; This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives; Remstar #3",2020-11-19T22:37:50.705000+00:00,1939-09-15,fedoraAdmin,Dormitories Construction,,Photo of the construction of the Corps Dorms looking south.,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/32/pages/page_0/files/atimeofresolve_0045_2019-03.jpg,Dormitory_Area_No58_Folder26-50,
Reformatted digital,College Station (Tex.)|United States|Texas,fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects,Depressions--1929|Nineteen thirties,College Station (Tex.)--History--20th century|Texas A & M University--History-20th century|Depressions--1929--Texas|Building|Historic buildings,Texas A & M University. Cushing Memorial Library,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/14/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/14/pages,Texas A & M University. Libraries,false,2020-11-19T23:10:57.768000+00:00,Photographs|StillImage,"Inscription on item: Animal Industries Building Photo # ; This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives; Remstar #3",2020-11-19T23:10:57.768000+00:00,1932-10-25,fedoraAdmin,Animal Industries Building and Abattoir,"Turner, G.W.",Photo of Rear and East views of the construction of the Animal Industries Building.,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/14/pages/page_0/files/atimeofresolve_0028_2019-03.jpg,Animal_Industries_Building_1_1932,
Reformatted digital,Texas|United States|College Station (Tex.),fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects,Depressions--1929|Nineteen thirties,Canning and preserving|Canning Kitchen|College Station (Tex.)--History--20th century|Depressions--1929--Texas|Texas A & M University--History-20th century,Texas A & M University. Cushing Memorial Library,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/12/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/12/pages,Texas A & M University. Libraries,false,2020-11-19T23:06:02.970000+00:00,Photographs|StillImage,"This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives; Texas Extension Service Photos",2020-11-19T23:06:02.970000+00:00,1934,fedoraAdmin,African American Canning Kitchen,,Photo of African American women canning food in a canning kitchen.,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/12/pages/page_0/files/atimeofresolve_0026_2019-03.jpg,African_American_Canning_Kitchen_1939,
Reformatted digital,United States|Texas|College Station (Tex.),fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects,Nineteen thirties|Depressions--1929,College Station (Tex.)--History--20th century|Aerial views|Texas A & M University--History-20th century|Depressions--1929--Texas|Universities and college,Texas A & M University. Cushing Memorial Library,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/71/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/71/orderProxies,Texas A & M University. Libraries,false,2020-11-19T23:06:33.199000+00:00,StillImage|Aerial photographs,"This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives",2020-11-19T23:06:33.199000+00:00,1936-07-26,fedoraAdmin,Aerial view of Campus,,Aerial photo of the Texas A&M campus looking to the west.,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/71/pages/page_0/files/atimeofresolve_0004_2019-03.jpg,"Texas A&M College Bryan, Tex_Front_1",
Reformatted digital,United States|Texas|College Station (Tex.),fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects,Nineteen thirties|Depressions--1929,Architectural drawings|Design drawings|College Station (Tex.)--History--20th century|Texas A & M University--History-20th century|Depressions--1929--Texas,Texas A & M University. Cushing Memorial Library,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/84/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/84/pages,Texas A & M University. Libraries,false,2020-11-19T23:03:19.559000+00:00,StillImage|Architectural drawings,"This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives",2020-11-19T23:03:19.559000+00:00,1932,fedoraAdmin,Abattoir Wing Animal Industries Building  North and East Elevations,"Atkinson, J. B.",Drawing of the North and West elevations of the Abattoir Wing of the Animal Industries Building.,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/84/pages/page_0/files/atimeofresolve_0088_2019-03.jpg,,
Reformatted digital,Arizona|Grand Canyon|Unite States,fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects,Depressions--1929|Nineteen thirties,"College Station (Tex.)--History--20th century|Texas A & M University--History-20th century|Depressions--1929--Texas|Mules|Football players|Group portraits|Portraits, Group",Texas A & M University. Cushing Memorial Library,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/51/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/51/orderProxies,Texas A & M University. Libraries,false,2020-11-19T22:39:25.550000+00:00,Photographs|StillImage,"This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives; Manning Smith Collection",2020-11-19T22:39:25.550000+00:00,1937-12-07,fedoraAdmin,1937 Football Team at the Grand Canyon,,Photo of the 1937 A&M College football team at the Grand Canyon riding mules.,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/51/pages/page_0/files/atimeofresolve_0063_2019-03.jpg,Kolb_Brothers_Grand_Canyon,
Reformatted digital,Texas|United States|Kerr (Tex.),fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects,Nineteen thirties|Depressions--1929,"4-H clubs|Portraits|College Station (Tex.)--History--20th century|Sewing machines|Youth organizations|Depressions--1929--Texas|Texas A & M University--History-20th century|Oehler, Laura",Texas A & M University. Cushing Memorial Library,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/53/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/53/orderProxies,Texas A & M University. Libraries,false,2020-11-19T22:56:11.032000+00:00,Photographs|StillImage,"This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives; Texas Extension Service Photos",2020-11-19T22:56:11.032000+00:00,1937,fedoraAdmin,Laura Oehler working at sewing machine,,"Photo of Laura Oehler, 4-H club girl of Reservation, Kerr County, working on the dress she would wear to the National 4-H Club Encampment at Washington, D.C.",In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/53/pages/page_0/files/atimeofresolve_0065_2019-03.jpg,Check    Home_Demonstration_Clothing_Making_Box20-Folder69,
Reformatted digital,College Station (Tex.)|United States|Texas,fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects,Depressions--1929,"College Station (Tex.)--History--20th century|Stripling, Raiford Leak, 1910-1990|Texas A & M University--History-20th century|Depressions--1929--Texas|Portraits",Texas A & M University. Cushing Memorial Library,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/132/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/132/orderProxies,Texas A & M University. Libraries,false,2020-11-19T22:32:27.134000+00:00,StillImage|Photographs,"This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives; Samuel Charles Phelps Vosper Collection",2020-11-19T22:32:27.134000+00:00,,fedoraAdmin,Raiford Stripling,,Photo of Raiford Stripling.,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/132/pages/page_0/files/atimeofresolve_0136_2019-03.jpg,,
