dc_subject,fedora_writable,ldp_contains,dc_type,dcterms_created,dc_language,fedora_createdBy,dc_title,dc_format,fedora_created,fedora_lastModified,dc_rights,dcterms_type,fedora_lastModifiedBy,fedora_hasParent,dc_description,dcterms_abstract,dc_creator,files,dcterms_coverage,dc_contributor
"Book thefts|Bookplates|Collectibles|Blumberg, Stephen Carrie",false,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/basbanes-texts-2022-07-20_objects/4/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/basbanes-texts-2022-07-20_objects/4/orderProxies,,,eng,fedoraAdmin,Scrapbook of Stolen Bookplates. Volume Three.,reformatted digital,2022-07-20T14:28:16.903000+00:00,2022-07-20T14:28:16.903000+00:00,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,StillImage,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/basbanes-texts-2022-07-20_objects,"From the professional archives of Nicholas A. Basbanes, now held by Cushing Memorial Library & Archives, Texas A&M University.",Collection of bookplates removed from books stolen by Stephen C. Blumberg prior to 1991.,"Blumberg, Stephen Carrie",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/basbanes-texts-2022-07-20_objects/4/pages/page_0/files/Blumberg-Bookplates-Volume-three.pdf,,
"Gentle madness (Basbanes, Nicholas A., 1943- )|Letters|Basbanes, Nicholas A., 1943-|Fox, Joseph",false,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/basbanes-texts-2022-07-20_objects/27/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/basbanes-texts-2022-07-20_objects/27/orderProxies,Business correspondence,1993-01-08,eng,fedoraAdmin,"Copy of Letter to Joseph Fox, January 8, 1993",reformatted digital,2022-07-20T14:26:23.241000+00:00,2022-07-20T14:26:23.241000+00:00,in copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/basbanes-texts-2022-07-20_objects,"From the professional archives of Nicholas A. Basbanes, now held by Cushing Memorial Library & Archives, Texas A&M University.","Letter from Nicholas A. Basbanes to his then editor Joseph Fox of Random House, January 8, 1993.","Basbanes, Nicholas A., 1943-",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/basbanes-texts-2022-07-20_objects/27/pages/page_0/files/letter-to-Fox.pdf,,
Lectures|Booksellers and bookselling|Grolier Club|Book collecting|Book collectors,false,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/basbanes-texts-2022-07-20_objects/15/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/basbanes-texts-2022-07-20_objects/15/pages,Lectures,1995,eng,fedoraAdmin,Annotated typescript draft of lecture to Grolier Club,reformatted digital,2022-07-20T14:25:54.073000+00:00,2022-07-20T14:25:54.073000+00:00,in copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/basbanes-texts-2022-07-20_objects,"From the professional archives of Nicholas A. Basbanes, now held by Cushing Memorial Library & Archives, Texas A&M University.","Annotated typescript of Basbanes's lecture, ""Brandy for Heroes,"" delivered as part of the Grolier Club's ""The Collector & the Bookseller: Fellowship of the Book"" symposium, April 19, 1995.","Basbanes, Nicholas A., 1943-",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/basbanes-texts-2022-07-20_objects/15/pages/page_0/files/Basbanes-Grolier%20talk.pdf,,
"Gentle madness (Basbanes, Nicholas A., 1943- )|Manuscripts",false,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/basbanes-texts-2022-07-20_objects/24/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/basbanes-texts-2022-07-20_objects/24/orderProxies,,1992-03-31,eng,fedoraAdmin,Worklog,reformatted digital,2022-07-20T14:26:11.592000+00:00,2022-07-20T14:26:11.592000+00:00,in copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/basbanes-texts-2022-07-20_objects,"From the professional archives of Nicholas A. Basbanes, now held by Cushing Memorial Library & Archives, Texas A&M University.",Worklog documenting daily wordcount between late 1991 and early 1992.,"Basbanes, Nicholas A., 1943-",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/basbanes-texts-2022-07-20_objects/24/pages/page_0/files/Worklog-1991-92.pdf,,
"O'More, Haven|Basbanes, Nicholas A., 1943-|Garden Ltd.|Book auctions|Visiting cards|Book collectors|Collectibles",false,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/basbanes-texts-2022-07-20_objects/12/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/basbanes-texts-2022-07-20_objects/12/orderProxies,visiting cards,1989,eng,fedoraAdmin,Private calling card for Haven O'More,reformatted digital,2022-07-20T14:25:29.814000+00:00,2022-07-20T14:25:29.814000+00:00,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/basbanes-texts-2022-07-20_objects,"From the professional archives of Nicholas A. Basbanes, now held by Cushing Memorial Library & Archives, Texas A&M University.",Private calling card given to Basbanes by Haven O'More at the preview of the Garden Ltd. auction at Sotheby's in New York (November 1989).,,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/basbanes-texts-2022-07-20_objects/12/pages/page_0/files/Haven-business_card.jpg,,
"Manuscripts|Gentle madness (Basbanes, Nicholas A., 1943- )",false,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/basbanes-texts-2022-07-20_objects/25/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/basbanes-texts-2022-07-20_objects/25/orderProxies,,1993-01-29,eng,fedoraAdmin,Early Table of Contents for A Gentle Madness,reformatted digital,2022-07-20T14:26:09.856000+00:00,2022-07-20T14:26:09.856000+00:00,in copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/basbanes-texts-2022-07-20_objects,"From the professional archives of Nicholas A. Basbanes, now held by Cushing Memorial Library & Archives, Texas A&M University.","Table of Contents for A Gentle Madness, which bears early titles for many chapters. January 29, 1993.","Basbanes, Nicholas A., 1943-",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/basbanes-texts-2022-07-20_objects/25/pages/page_0/files/early-TOC-1993.jpg,,
"Gentle madness (Basbanes, Nicholas A., 1943- )|Manuscripts",false,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/basbanes-texts-2022-07-20_objects/19/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/basbanes-texts-2022-07-20_objects/19/pages,Prospectuses,1989?,eng,fedoraAdmin,Early Prospectus for A Gentle Madness,reformatted digital,2022-07-20T14:25:47.070000+00:00,2022-07-20T14:25:47.070000+00:00,in copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/basbanes-texts-2022-07-20_objects,"From the professional archives of Nicholas A. Basbanes, now held by Cushing Memorial Library & Archives, Texas A&M University.","An early prospectus for A Gentle Madness, bearing the subtitle, ""Books and Book Collectors Past and Present.""","Basbanes, Nicholas A., 1943-",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/basbanes-texts-2022-07-20_objects/19/pages/page_0/files/AGM-prospectus.pdf,,
"Gentle madness (Basbanes, Nicholas A., 1943- )|Manuscripts",false,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/basbanes-texts-2022-07-20_objects/22/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/basbanes-texts-2022-07-20_objects/22/pages,,1989-10-20,eng,fedoraAdmin,"Status Report, 1989 for A Gentle Madness",reformatted digital,2022-07-20T14:26:00.563000+00:00,2022-07-20T14:26:00.563000+00:00,in copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/basbanes-texts-2022-07-20_objects,"From the professional archives of Nicholas A. Basbanes, now held by Cushing Memorial Library & Archives, Texas A&M University.","Personal narrative by Nicholas A. Basbanes documenting his progress writing the book that would become A Gentle Madness, October 20, 1989.","Basbanes, Nicholas A., 1943-",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/basbanes-texts-2022-07-20_objects/22/pages/page_0/files/Status-Report.pdf,,
"Basbanes, Nicholas A., 1943-|Letters|Bibliomania|Book collectors|Blumberg, Stephen Carrie|Thieves",false,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/basbanes-texts-2022-07-20_objects/8/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/basbanes-texts-2022-07-20_objects/8/orderProxies,Business correspondence,1993-12-20,eng,fedoraAdmin,Basbanes letter to Blumberg,reformatted digital,2022-07-20T14:26:41.124000+00:00,2022-07-20T14:26:41.124000+00:00,in copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/basbanes-texts-2022-07-20_objects,"From the professional archives of Nicholas A. Basbanes, now held by Cushing Memorial Library & Archives, Texas A&M University.",Copy of letter to Stephen C. Blumberg from Nicholas A. Basbanes.,"Basbanes, Nicholas A., 1943-",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/basbanes-texts-2022-07-20_objects/8/pages/page_0/files/blumberg-letter.pdf,,
"Private libraries|Book auctions|Auction catalogs|Blumberg, Stephen Carrie|Book thefts",false,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/basbanes-texts-2022-07-20_objects/10/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/basbanes-texts-2022-07-20_objects/10/pages,Auction catalogs,1999,eng,fedoraAdmin,"Cover of ""Remnants of A Gentle Madness: The Stephen C. Blumberg ""Library"" of Americana. Auction Catalogue. """,reformatted digital,2022-07-20T14:24:55.873000+00:00,2022-07-20T14:24:55.873000+00:00,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,StillImage,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/basbanes-texts-2022-07-20_objects,"From the professional archives of Nicholas A. Basbanes, now held by Cushing Memorial Library & Archives, Texas A&M University.","Cover of an auction catalogue by C. Wesley Cowan, advertising ""Remnants of A Gentle Madness: the Stephen C. Blumberg 'Library' of Americana"" sale,  which took place on September  19, 1999 in Cincinnati, Ohio.  This auction included the unclaimed remnants of books confiscated from Stephen C. Blumberg after his arrest by the FBI for  for stealing more than 23,600 rare, valuable and other assorted books.","Cowan, C. Wesley",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/basbanes-texts-2022-07-20_objects/10/pages/page_0/files/cowans-catalogue.jpg,Ohio--Cincinnati,
"Book thefts|Bookplates|Collectibles|Blumberg, Stephen Carrie",false,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/basbanes-texts-2022-07-20_objects/2/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/basbanes-texts-2022-07-20_objects/2/orderProxies,,,eng,fedoraAdmin,Scrapbook of Stolen Bookplates. Volume One.,reformatted digital,2022-07-20T14:27:11.144000+00:00,2022-07-20T14:27:11.144000+00:00,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,StillImage,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/basbanes-texts-2022-07-20_objects,"From the professional archives of Nicholas A. Basbanes, now held by Cushing Memorial Library & Archives, Texas A&M University.",Collection of bookplates removed from books stolen by Stephen C. Blumberg prior to 1991.,"Blumberg, Stephen Carrie",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/basbanes-texts-2022-07-20_objects/2/pages/page_0/files/Blumberg-Bookplates-Volume-one.pdf,,
"Book thefts|Interviews|Manuscripts|Private investigators|Cornell, Raymond|Trials|Blumberg, Stephen Carrie",false,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/basbanes-texts-2022-07-20_objects/5/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/basbanes-texts-2022-07-20_objects/5/pages,interview,1992-06-30,eng,fedoraAdmin,"Transcript of telephone interview with Raymond Cornell, conducted by Nicholas A. Basbanes, 30 June 1992.",reformatted digital,2022-07-20T14:26:31.963000+00:00,2022-07-20T14:26:31.963000+00:00,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/basbanes-texts-2022-07-20_objects,"From the professional archives of Nicholas A. Basbanes, now held by Cushing Memorial Library & Archives, Texas A&M University.","Transcript of a telephone interview with Raymond Cornell, a private investigator hired by Stephen Blumberg's father to help prepare the defense for his trial in 1991.  The interview was conducted by Nicholas A. Basbanes, 30 June 1992.  At the time of the trial, Blumberg was accused of stealing more than 23,600 rare, valuable and assorted other books from 268 or more universities and museums in 45 states, two Canadian provinces, and Washington, D.C.","Cornell, Raymond",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/basbanes-texts-2022-07-20_objects/5/pages/page_0/files/Raymond-Cornell-transcrpit.pdf,,"Basbanes, Nicholas A., 1943-"
American Antiquarian Society|Book collecting|Book collectors|Lectures,false,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/basbanes-texts-2022-07-20_objects/16/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/basbanes-texts-2022-07-20_objects/16/orderProxies,Lectures,1995,eng,fedoraAdmin,Typescript of lecture to American Antiquarian Society,reformatted digital,2022-07-20T21:31:12.216000+00:00,2022-07-20T21:31:12.216000+00:00,in copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/basbanes-texts-2022-07-20_objects,"From the professional archives of Nicholas A. Basbanes, now held by Cushing Memorial Library & Archives, Texas A&M University.","Typescript and lecture notes for Basbanes's lecture delivered to the American Antiquarian Society and Hellenic Arts Society, October 28, 1995.","Basbanes, Nicholas A., 1943-",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/basbanes-texts-2022-07-20_objects/16/pages/page_0/files/Basbanes-AAS-talk.pdf,,
"Mason, Arthur M.|Garden Ltd.|Letters|Trials|Book collectors|Basbanes, Nicholas A., 1943-|O'More, Haven",false,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/basbanes-texts-2022-07-20_objects/13/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/basbanes-texts-2022-07-20_objects/13/pages,Business correspondence,1989-12-03,eng,fedoraAdmin,"Letter to the Hon. Arthur M. Mason from Nicholas A. Basbanes, December 3, 1989",reformatted digital,2022-07-20T14:25:29.864000+00:00,2022-07-20T14:25:29.864000+00:00,in copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/basbanes-texts-2022-07-20_objects,"From the professional archives of Nicholas A. Basbanes, now held by Cushing Memorial Library & Archives, Texas A&M University.","Letter from Nicholas A. Basbanes to the Honorable Arthur M. Mason, seeking access to impounded documents related to the 1989 Davis vs O'More court case.  In the latter case, book collector Haven O'More was sued by Michael Davis, who had funded his notable collection of books and mansucripts, The Garden, Ltd.","Basbanes, Nicholas A., 1943-",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/basbanes-texts-2022-07-20_objects/13/pages/page_0/files/Basbanes-Mason_letter.pdf,,
"Manuscripts|Gentle madness (Basbanes, Nicholas A., 1943- )",false,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/basbanes-texts-2022-07-20_objects/26/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/basbanes-texts-2022-07-20_objects/26/pages,,1992-06-08,eng,fedoraAdmin,Manuscript Table of Contents for A Gentle Madness,reformatted digital,2022-07-20T14:26:16.913000+00:00,2022-07-20T14:26:16.913000+00:00,in copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/basbanes-texts-2022-07-20_objects,"From the professional archives of Nicholas A. Basbanes, now held by Cushing Memorial Library & Archives, Texas A&M University.","An early Table of Contents in manuscript, reflecting the major organizing themes of many chapters.","Basbanes, Nicholas A., 1943-",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/basbanes-texts-2022-07-20_objects/26/pages/page_0/files/early-TOC-1992.jpg,,
"Book thefts|Bookplates|Collectibles|Blumberg, Stephen Carrie",false,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/basbanes-texts-2022-07-20_objects/3/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/basbanes-texts-2022-07-20_objects/3/orderProxies,,,eng,fedoraAdmin,Scrapbook of Stolen Bookplates. Volume Two.,reformatted digital,2022-07-20T14:27:18.201000+00:00,2022-07-20T14:27:18.201000+00:00,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,StillImage,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/basbanes-texts-2022-07-20_objects,"From the professional archives of Nicholas A. Basbanes, now held by Cushing Memorial Library & Archives, Texas A&M University.",Collection of bookplates removed from books stolen by Stephen C. Blumberg prior to 1991.,"Blumberg, Stephen Carrie",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/basbanes-texts-2022-07-20_objects/3/pages/page_0/files/Blumberg-Bookplates-Volume-two.pdf,,
