ldp_contains,dc_title,fedora_writable,fedora_lastModifiedBy,dc_subject,dc_description,fedora_hasParent,dcterms_created,fedora_createdBy,dc_rights,dc_language,dcterms_extent,fedora_lastModified,dc_type,dc_publisher,dcterms_medium,dc_format,dcterms_isPartOf,fedora_created,files
https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/londonmaps_public_domain-2020-04-17_objects%5B3%5D/9/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/londonmaps_public_domain-2020-04-17_objects%5B3%5D/9/orderProxies,Plan of the General Cemetery at Kensal Green in the Harrow Road,false,fedoraAdmin,"Kensal Green Cemetery (London, England--Maps|Kensal Green (London, England--Maps|Cemeteries--England--London--Maps|G5754.L7G54 1865 .P6",Shows numbered plots,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/londonmaps_public_domain-2020-04-17_objects%5B3%5D,1865,fedoraAdmin,This publication is in the public domain and may be used freely,en,1 map ; 14 x 32 cm.,2020-04-17T16:53:48.672000+00:00,Map,"London : Printed by J. Moore, for Croft and Justyne|DIGITAL: Cushing Memorial Library and Archives",Electronic,Reformatted digital,"Stephen Powys Marks London Collection|Justyne, William. Guide to Kensal Green Cemetery. 3rd ed.",2020-04-17T16:53:48.672000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/londonmaps_public_domain-2020-04-17_objects%5B3%5D/9/pages/page_0/files/londonmaps_2823651_01.tif|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/londonmaps_public_domain-2020-04-17_objects%5B3%5D/9/pages/page_1/files/londonmaps_2823651_02.tif
