fedora_lastModifiedBy,dc_type,fedora_created,dc_format,fedora_hasParent,dc_subject,dc_identifier,dcterms_accessRights,ldp_contains,fedora_lastModified,fedora_writable,dcterms_extent,dc_publisher,dcterms_created,dc_rights,fedora_createdBy,dc_title,dcterms_medium,dcterms_type,tamudigital_local/details,files,dc_creator,dcterms_spatial,dc_contributor,dc_relation
fedoraAdmin,Non pareil marbled papers|nonpareil marbled paper|art reproduction,2020-11-19T20:28:22.404000+00:00,reformatted digital,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_objects,Marbled papers,1501,Openly accessible,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_objects/5/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_objects/5/pages,2020-11-19T20:28:22.404000+00:00,false,"1 sheet of yellow, green, purple, maroon and white marbled paper; 5.50 x 8.50 in.",Texas A & M University. Libraries,19th century,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",fedoraAdmin,Berger-Cloonan #1501,Paper,StillImage,Surface application; Marbled; M4.D1.F6; Previously used as an endpaper in a bookbinding; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.e; Not signed. Not stamped. Not stickered. Not embossed.,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_objects/5/pages/page_0/files/01501.jpg,,,,
fedoraAdmin,Laid lines|Gold gilt papers|art reproduction,2020-11-19T20:28:23.354000+00:00,reformatted digital,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_objects,Decorative paper,12294,Openly accessible,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_objects/52/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_objects/52/pages,2020-11-19T20:28:23.354000+00:00,false,"1 sheet of teal blue, gold and off-white Dutch gilt paper; 13.25 x 15.50 in.",Texas A & M University. Libraries,Circa 1826,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",fedoraAdmin,Berger-Cloonan #12294,Paper,StillImage,"Distribution of fibers; Surface application; Laid; Printed; P4.D6.F1; Overall pattern with 30 wild and tamed animals; gold over teal blue paste; 4 borders; laid paper; Inscription original piece: ""G. N. RENNER & ABEL""; Contained in clear plastic sleeve; See Haemmerle #385 notes on white paper; Sidney E. Berger and Michele V. Cloonan purchased the sheet from Andreas Mueller in Potsdam, Germany in 2012.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.H.1.d.1; Not signed.   Stamped.; Center fold line",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_objects/52/pages/page_0/files/12294.jpg,G.N. Renner and Abel,,,
fedoraAdmin,Oil on water marbled papers|art reproduction,2020-11-19T20:27:44.478000+00:00,reformatted digital,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_objects,Marbled papers,11375,Openly accessible,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_objects/29/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_objects/29/pages,2020-11-19T20:27:44.478000+00:00,false,"1 sheet of brown, red, black and cream marbled paper; 19.75 x 28.50 in.",Texas A & M University. Libraries,19th century,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",fedoraAdmin,Berger-Cloonan #11375,Paper,StillImage,Surface application; Marbled; M5.D3.F9; Glossy finish; Frederik Muller donated the sheet to Sidney E. Berger and Michele V. Cloonan in 2008.  Sidney E. Berger met Frederik Muller at the Antiquarian Booksellers Association of America (ABAA) Book Fair in Boston that same year.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.f; Not signed. Not stamped.; Marbling color on top and bottom  edges on verso; creased; wrinkled; black marks on verso,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_objects/29/pages/page_0/files/11375.jpg,,,,M5.D3.F9.A
fedoraAdmin,art reproduction|Stormont marbled papers|endpapers,2020-11-19T20:27:42.300000+00:00,reformatted digital,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_objects,Marbled papers,1524,Openly accessible,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_objects/24/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_objects/24/orderProxies,2023-11-09T17:15:55.552000+00:00,false,"1 sheet of blue, yellow, green, black, pink and white marbled paper; 9.00 x 15.00  in.",Texas A & M University. Libraries,18th century-19th century,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",fedoraAdmin,Gloucester (Berger-Cloonan #1524),Paper,StillImage,"Surface application; Marbled; M4.D1.F6; Previously used as an endpaper in a bookbinding; Inscription original piece: ""Gloucester, probably late 18, early 19th c."", ""7."", ""542/ 4 rok""; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4.g; Not signed. Not stamped. Stickered. Not embossed.; Portion of identifying sticker missing",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_objects/24/pages/page_0/files/01524.jpg,,,,
fedoraAdmin,Non pareil marbled papers|endpapers|nonpareil marbled paper|art reproduction,2020-11-19T20:27:21.658000+00:00,reformatted digital,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_objects,Marbled papers,1512,Openly accessible,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_objects/12/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_objects/12/orderProxies,2023-11-09T16:47:40.503000+00:00,false,"1 sheet of maroon, blue, black, brown, yellow and white marbled paper; 6.00 x 9.00 in.",Texas A & M University. Libraries,19th century,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",fedoraAdmin,Berger-Cloonan #1512,Paper,StillImage,Surface application; Marbled; M4.D1.F6; Previously used as an endpaper in a bookbinding; heavy weight paper; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.e; Not signed. Not stamped. Not stickered. Not embossed.,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_objects/12/pages/page_0/files/01512.jpg,,,,
fedoraAdmin,Laid lines|Gold gilt papers|art reproduction,2020-11-19T20:28:02.110000+00:00,reformatted digital,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_objects,Decorative paper,12277,Openly accessible,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_objects/37/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_objects/37/orderProxies,2022-05-18T23:33:18.185000+00:00,false,1 sheet of light green and off-white Dutch gilt paper; 13.50 x 16.75 in.,Texas A & M University. Libraries,1782,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",fedoraAdmin,Berger-Cloonan #12277,Paper,StillImage,"Distribution of fibers; Surface application; Laid; Printed; P4.D6.F1; Overall pattern depicts 6 rows of various soldiers, farmers, carriages, etc.; pale green paste background; 4 light borders; laid paper; Inscription original piece: ""1782 in Augspurg bei Johann Carl Munck No. 22""; Contained in clear plastic sleeve along with another sheet of Dutch gilt; See Haemmerle #224; Sidney E. Berger and Michele V. Cloonan purchased the sheet at the Los Angeles County Book Fair on 02/14/1998.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.H.1.d.1; Not signed. Stamped.; Center fold line; stains on recto and verso; creased; most gold missing",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_objects/37/pages/page_0/files/12277.jpg,"Munck, Johann Carl",Germany--Augsburg,,
fedoraAdmin,Laid lines|art reproduction|Silver gilt papers,2020-11-19T20:28:02.175000+00:00,reformatted digital,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_objects,Decorative paper,12276,Openly accessible,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_objects/36/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_objects/36/orderProxies,2022-05-18T23:04:30.470000+00:00,false,"1 sheet of light green, silver and off-white Dutch gilt paper; 13.50 x 16.50 in.",Texas A & M University. Libraries,1750 [?],"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",fedoraAdmin,Berger-Cloonan #12276,Paper,StillImage,"Distribution of fibers; Surface application; Laid; Printed; P4.D6.F1; Overall floral pattern; pale green background with silver highlights; 4 light  borders; laid paper; Inscription original piece: ""(Nuremberg ca. 1750), Rare silver Buntpapier""; Contained in clear plastic sleeve along with another sheet of Dutch gilt; Sidney E. Berger and Michele V. Cloonan purchased the sheet.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.H.1.d.2; Not signed. Not stamped.; Center fold line",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_objects/36/pages/page_0/files/12276.jpg,,Germany--Nuremberg,,
fedoraAdmin,art reproduction|dutch marbled paper|French snail marbled papers|curl marbled paper,2020-11-19T20:28:01.177000+00:00,reformatted digital,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_objects,Marbled papers,1499,Openly accessible,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_objects/3/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_objects/3/pages,2020-11-19T20:28:01.177000+00:00,false,"1 sheet of brown, blue, maroon and white marbled paper; 5.25 x 8.50 in.",Texas A & M University. Libraries,19th century,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",fedoraAdmin,Berger-Cloonan #1499,Paper,StillImage,"Surface application; Marbled; M4.D1.F6; Previously used as an endpaper in a bookbinding; Inscription original piece: ""similar to W. H. Wolnough mid-late 19th C?""; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.c; Not signed. Not stamped. Not stickered. Not embossed.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_objects/3/pages/page_0/files/01499.jpg,,,,
fedoraAdmin,Non pareil marbled papers|endpapers|nonpareil marbled paper|art reproduction,2020-11-19T20:27:41.593000+00:00,reformatted digital,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_objects,Marbled papers,1522,Openly accessible,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_objects/22/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_objects/22/pages,2023-11-09T16:45:13.498000+00:00,false,"1 sheet of red, blue, black, yellow and white marbled paper; 5.75 x 9.00 in.",Texas A & M University. Libraries,19th century,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",fedoraAdmin,Berger-Cloonan #1522,Paper,StillImage,Surface application; Marbled; M4.D1.F6; Previously used as an endpaper in a bookbinding; heavy weight paper; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.e; Not signed. Not stamped. Not stickered. Not embossed.; Slightly torn along edges,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_objects/22/pages/page_0/files/01522.jpg,,,,
fedoraAdmin,Laid lines|Gold gilt papers|art reproduction,2020-11-19T20:28:22.137000+00:00,reformatted digital,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_objects,Decorative paper,12284,Openly accessible,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_objects/44/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_objects/44/orderProxies,2022-05-18T23:38:11.940000+00:00,false,1 sheet of gold and off-white Dutch gilt paper; 14.25 x 17.75 in.,Texas A & M University. Libraries,1740,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",fedoraAdmin,Berger-Cloonan #12284,Paper,StillImage,"Distribution of fibers; Surface application; Laid; Printed; P4.D6.F1; Overall floral pattern against unpasted sheet; 4 borders; laid paper; Inscription original piece: ""In Augspurg bei Johan Wilhel[m] Meyer No 1""; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.H.1.d.1; Not signed. Stamped.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_objects/44/pages/page_0/files/12284.jpg,"Meyer, Johann Wilhem",Germany--Augsburg,,
fedoraAdmin,Gold gilt papers|art reproduction,2020-11-19T20:28:21.952000+00:00,reformatted digital,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_objects,Decorative paper,12283,Openly accessible,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_objects/43/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_objects/43/orderProxies,2020-11-19T20:28:21.952000+00:00,false,1 sheet of Dutch gilt paper; 14.25 x 17.25 in.,Texas A & M University. Libraries,1770 [?],"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",fedoraAdmin,Berger-Cloonan #12283,Paper,StillImage,"Surface application; Printed; P4.D6.F1; Overall colorful floral pattern; 4 off white borders; Inscription on original piece: ""Brokatpapier um 1700"" [written in pencil on recto]: 'Munck""; Contained in clear plastic sleeve See Haemmerle #?9?; Sidney E. Berger and Michele V. Cloonan purchased the sheet from Carta Pura in Munich, Germany in 10/2011.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.H.1.d.1; Not signed. Not stamped.; Large portion of 1 corner cut away; center fold line; center line and borders discolored on recto",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_objects/43/pages/page_0/files/12283.jpg,,,,
fedoraAdmin,Non pareil marbled papers|endpapers|nonpareil marbled paper|art reproduction,2020-11-19T20:27:22.286000+00:00,reformatted digital,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_objects,Marbled papers,1515,Openly accessible,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_objects/15/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_objects/15/pages,2023-11-09T16:51:36.330000+00:00,false,"1 sheet of maroon, purple, green, yellow and white marbled paper; 6.00 x 9.00 in. (closed); 9.00 x 12.00 (open) in.",Texas A & M University. Libraries,19th century,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",fedoraAdmin,Berger-Cloonan #1515,Paper,StillImage,Surface application; Marbled; M4.D1.F6; Previously used as an endpaper in a bookbinding; full signature; heavy weight paper; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.e; Not signed. Not stamped. Not stickered. Not embossed.; Several small tears,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_objects/15/pages/page_0/files/01515.jpg,,,,
fedoraAdmin,Laid lines|Gold gilt papers|art reproduction,2020-11-19T20:27:02.112000+00:00,reformatted digital,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_objects,Decorative paper,12274,Openly accessible,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_objects/34/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_objects/34/pages,2022-05-18T22:58:30.320000+00:00,false,1 sheet of gold and light gray Dutch gilt paper; 13.50 x 15.00 in.,Texas A & M University. Libraries,Circa 1780,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",fedoraAdmin,Berger-Cloonan #12274,Paper,StillImage,"Distribution of fibers; Surface application; Laid; Printed; P4.D6.F1; Overall densely gilt floral pattern; 4 light gray borders; laid paper; Inscription original piece: ""I. MAISCH [George M NURNBERG]""; Affixed to backing of an off-white matte frame, which is torn, along with another sheet of Dutch gilt paper, which is  not affixed to backing. See Haemmerle #143 (p. 209); Sidney E. Berger and Michele V. Cloonan purchased the sheet.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.H.1.d.1; Signed. Stamped.; Center fold line; gilt extends beyond registration",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_objects/34/pages/page_0/files/12274.jpg,"Maisch, George M.",Germany--Nuremberg,,
fedoraAdmin,endpapers|nonpareil marbled paper|art reproduction|Non pareil marbled papers,2020-11-19T20:27:22.076000+00:00,reformatted digital,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_objects,Marbled papers,1514,Openly accessible,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_objects/14/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_objects/14/pages,2023-11-09T16:50:19.995000+00:00,false,"1 sheet of maroon, blue, green, yellow and white marbled paper; 5.75 x 9.00 in.",Texas A & M University. Libraries,19th century,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",fedoraAdmin,Berger-Cloonan #1514,Paper,StillImage,Surface application; Marbled; M4.D1.F6; Previously used as an endpaper in a bookbinding; heavy weight paper; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.e; Not signed. Not stamped. Not stickered. Not embossed.; Slightly torn along edges,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_objects/14/pages/page_0/files/01514.jpg,,,,
fedoraAdmin,Gold gilt papers|art reproduction|Laid lines,2020-11-19T20:27:01.580000+00:00,reformatted digital,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_objects,Decorative paper,12299,Openly accessible,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_objects/56/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_objects/56/orderProxies,2020-11-19T20:27:01.580000+00:00,false,"1 sheet of red, gold and off-white Dutch gilt paper; 13.50 x 16.50 in.",Texas A & M University. Libraries,Circa 1720s,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",fedoraAdmin,Berger-Cloonan #12299,Paper,StillImage,Distribution of fibers; Surface application; Laid; Printed; P4.D6.F1; Overall pattern floral design; gold over carmine paste; 4 borders; laid paper; Contained in clear plastic sleeve; Sidney E. Berger and Michele V. Cloonan purchased the sheet circa 2002.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.H.1.d.1; Not signed. Not stamped.; Center fold line,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_objects/56/pages/page_0/files/12299.jpg,,,,
fedoraAdmin,Non pareil marbled papers|nonpareil marbled paper|art reproduction,2020-11-19T20:27:41.633000+00:00,reformatted digital,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_objects,Marbled papers,1520,Openly accessible,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_objects/20/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_objects/20/pages,2020-11-19T20:27:41.633000+00:00,false,"1 sheet of maroon, blue, green, yellow and white marbled paper; 8.75 x 12.00 in.",Texas A & M University. Libraries,19th century,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",fedoraAdmin,Berger-Cloonan #1520,Paper,StillImage,Surface application; Marbled; M4.D1.F6; Previously used as an endpaper in a bookbinding; heavy weight paper; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.e; Not signed. Not stamped. Not stickered. Not embossed.; Small tear along edge,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_objects/20/pages/page_0/files/01520.jpg,,,,
fedoraAdmin,Laid lines|Gold gilt papers|art reproduction,2020-11-19T20:28:22.709000+00:00,reformatted digital,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_objects,Decorative paper,12289,Openly accessible,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_objects/49/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_objects/49/pages,2020-11-19T20:28:22.709000+00:00,false,"1 sheet of orange, blue, yellow, gold and off-white Dutch gilt paper; 14.00 x 16.50 in.",Texas A & M University. Libraries,Circa 1790,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",fedoraAdmin,Berger-Cloonan #12289,Paper,StillImage,"Distribution of fibers; Surface application; Laid; Printed; P4.D6.F1; Overall pattern of floral and fruit design; gold stamped over orange and blue diamond; 4 borders; laid paper; Inscription original piece: ""Paul Reymund No 11""; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.H.1.d.1; Not signed. Stamped.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_objects/49/pages/page_0/files/12289.jpg,"Reymund, Paul",,,
fedoraAdmin,Oil on water marbled papers|art reproduction,2020-11-19T20:27:03.169000+00:00,reformatted digital,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_objects,Marbled papers,11379,Openly accessible,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_objects/33/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_objects/33/pages,2020-11-19T20:27:03.169000+00:00,false,1 sheet of brown and cream marbled paper; 20.00 x 30.00 in.,Texas A & M University. Libraries,19th century,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",fedoraAdmin,Berger-Cloonan #11379,Paper,StillImage,Surface application; Marbled; M5.D3.F9; Glossy finish; light weight paper; Frederik Muller donated the sheet to Sidney E. Berger and Michele V. Cloonan in 2008.  Sidney E. Berger met Frederik Muller at the Antiquarian Booksellers Association of America (ABAA) Book Fair in Boston that same year.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.f; Not signed. Not stamped.; Marbling color on side edges on verso; creased; torn; wrinkled,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_objects/33/pages/page_0/files/11379.jpg,,,,M5.D3.F9.A
