dc_subject,ldp_contains,fedora_hasParent,fedora_writable,dcterms_created,dcterms_extent,dc_contributor,dc_format,dc_rights,dc_title,dcterms_issued,dc_creator,fedora_lastModified,fedora_lastModifiedBy,dcterms_medium,dc_description,dc_publisher,dcterms_isPartOf,fedora_createdBy,dc_language,dc_type,fedora_created,files
"London (England)--Aerial views--Early works to 1800--Facsimiles|G5754.L7A3 1593 .N6 1899|Westminster (London, England)--Aerial views--Early works to 1800--Facsimiles",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/londonmaps_public_domain-2020-04-17_objects%5B2%5D/12/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/londonmaps_public_domain-2020-04-17_objects%5B2%5D/12/pages,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/londonmaps_public_domain-2020-04-17_objects%5B2%5D,false,1593,2 maps : 18 x 25 cm. and 16 x 25 cm. on sheet 73 x 55 cm.,"London Topographical Society|Norden, John, (1548-1625?)|Keere, Pieter van den, (1571-approximately 1646)",Reformatted digital,This publication is in the public domain and may be used freely,Norden's maps of London and Westminster,1899,"Norden, John (1548-1625?)",2020-04-17T16:53:48.666000+00:00,fedoraAdmin,Electronic,"London map includes index and 14 coats of arms|""From the &apos;Speculum Britannia&apos; of John Norden, London 1593, 4to.""|""Walker & Boutall, ph. sc.""|Scale on original item [ca. 1:20,000]|Bird&apos;s-eye-views|Has watermark",London : London Topographical Society|DIGITAL: Cushing Memorial Library and Archives,Stephen Powys Marks London Collection,fedoraAdmin,en,Map,2020-04-17T16:53:48.666000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/londonmaps_public_domain-2020-04-17_objects%5B2%5D/12/pages/page_0/files/georeferenced_CML_London_4001251_Nordens.zip|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/londonmaps_public_domain-2020-04-17_objects%5B2%5D/12/pages/page_1/files/londonmaps_4001251.jpg
