dc_type,dcterms_type,dc_format,dc_publisher,dc_creator,dcterms_medium,dcterms_created,dc_subject,fedora_hasParent,ldp_contains,fedora_createdBy,dc_title,fedora_lastModifiedBy,fedora_lastModified,dcterms_extent,dc_identifier,tamudigital_local/details,fedora_writable,dc_rights,fedora_created,dcterms_accessRights,files
art reproduction|Laid lines|Gold gilt papers,StillImage,reformatted digital,Texas A & M University. Libraries,"Reymund, Paul",Paper,Circa 1790,Decorative paper,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-11-11_objects%5B2%5D,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-11-11_objects%5B2%5D/50/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-11-11_objects%5B2%5D/50/pages,fedoraAdmin,Berger-Cloonan #12290,fedoraAdmin,2020-11-11T15:17:16.340000+00:00,"1 sheet of orange, blue, yellow, gold and off-white Dutch gilt paper; 14.00 x 16.50 in.",12290,"Distribution of fibers; Surface application; Laid; Printed; P4.D6.F1; Overall pattern of floral and fruit design; gold stamped over orange and blue diamond; 4 borders; laid paper; Contained in clear plastic sleeve with #12289; Not in Haemmerle; Sidney E. Berger and Michele V. Cloonan purchased the sheet from Margolis and Moss Books in Santa Fe, New Mexico circa 2004.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.H.1.d.1; Not signed. Not stamped.; Center fold line",false,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",2020-11-11T15:17:16.340000+00:00,Openly accessible,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-11-11_objects%5B2%5D/50/pages/page_0/files/12290.jpg
