dc_type,fedora_createdBy,dc_creator,fedora_hasParent,dc_rights,dc_contributor,fedora_lastModifiedBy,dcterms_extent,fedora_created,ldp_contains,dcterms_provenance,dc_title,dcterms_temporal,dc_subject,dcterms_isPartOf,dcterms_abstract,dcterms_created,dc_identifier,dcterms_type,fedora_lastModified,fedora_writable,files,dcterms_spatial,tamudigital_local/details,dc_description
Photographs,fedoraAdmin,,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,fedoraAdmin,1 color negative; Kodak,2023-02-17T18:32:03.012000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/391/orderProxies|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/391/pages,,"Dr. Presnal on the Phone at the Stevenson Companion Animal Life-Care Center, number 04",1990s,"Texas A & M University. College of Veterinary Medicine--Faculty|Stevenson Companion Animal Life-Care Center|Pet medicine|Stevenson Companion Animal Life-Care Center--Employees|Veterinary teachers|Presnal, Henry L. (Sonny)|Animal housing|Small Animal Medicine and Surgery",College of Veterinary Medicine Image Collection,"Henry L. (Sonny) Presnal, DVM, Director of the Stevenson Companion Animal Life-Care Center, on the phone at his desk.",1999-09-14,0359-04,StillImage,2023-02-17T18:32:03.012000+00:00,false,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/391/pages/page_0/files/CVM_0359-4.jpg,College Station|Texas,,
Photographs,fedoraAdmin,,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,fedoraAdmin,1 color negative,2023-02-17T18:18:57.740000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/352/pages|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/352/orderProxies,,"1999 College of Veterinary Medicine (CVM) Staff Awards, number 003",1990s,"Texas A & M University. College of Veterinary Medicine--Employees|Performance awards|Texas A & M University. College of Veterinary Medicine--Awards|Award presentations|Texas A & M University. College of Veterinary Medicine--Professional staff|Farnsworth, Charles|Young, Rick|Snell, James R.",College of Veterinary Medicine Image Collection,"Three staff members are shown receiving an award plaque.  From left to right: Rick Young (Computer Systems Manager), James R. Snell (Senior Lecturer and Coordinator), and Charles Farnsworth (Communications Manager).",1999-09,0324,StillImage,2023-02-17T18:18:57.740000+00:00,false,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/352/pages/page_0/files/CVM_0324.jpg,College Station|Texas,,
Photographs,fedoraAdmin,"Golden, George E.",https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences|United States. Department of Agriculture,fedoraAdmin,1 black-and -white print (photograph); 9X14.5mm,2023-02-17T16:47:13.944000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/79/pages|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/79/orderProxies,"Written on photograph: ""This collection of kodak pictures, made by the late, Dr. Frank D. Porter in the course of his life work and interest with diseased animals is bequeathed to the library of Texas A&M College at his request, in the hope it will be of service and help to students in the pursuit of their career.  The pictures were made by Dr. F. D. Porter while on the Foot & Mouth disease in California in year of 1930 and in Houston in 1924.  And some were acquired from G. E. Golden. Dr. Frank D. Porter, Born-Indiana-1879, Died-Ft. Worth, TX-May 22, 1950.""","Frank D. Porter-Golden  Foot & Mouth Collection, number 27",,"Cranes, derricks, etc.|Trenches|Euthanasia of animals|Animal Diseases|Porter, Frank D.--Photograph collections|Cattle--Carcasses|Foot-and-Mouth Disease|Mass burials",College of Veterinary Medicine Image Collection,"A crane, used to  lift the carcasses of cattle euthanized due to having foot-and-mouth disease, sits above a trench with a dirt berm to its far left.",Between 1924 and 1930,0077,StillImage,2023-02-17T16:47:13.944000+00:00,false,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/79/pages/page_0/files/CVM_0077.jpg,,,
Photographs,fedoraAdmin,,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,fedoraAdmin,1 black-and -white print (photograph); 19.5X24mm,2023-02-17T17:21:48.852000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/184/orderProxies|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/184/pages,,Horse Examination,,"Hospitals, Teaching|Hospitals, Animal|Large Animal Medicine and Surgery|Horses|Clinical Competence|Veterinary students|Texas A & M University. College of Veterinary Medicine--Students|Veterinarians|Teaching Rounds|Physical Examination",College of Veterinary Medicine Image Collection,Three veterinary students secure a horse while a veterinarian appears to be preparing to draw blood from the horse.,,0183,StillImage,2023-02-17T17:21:48.852000+00:00,false,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/184/pages/page_0/files/CVM_0183.jpg,College Station|Texas,,
Photographs,fedoraAdmin,"Porter, Frank D.",https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,United States. Department of Agriculture|Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,fedoraAdmin,1 black-and -white print (photograph); 7X11.5mm,2023-02-17T16:53:06.120000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/97/pages|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/97/orderProxies,"Written on photograph: ""This collection of kodak pictures, made by the late, Dr. Frank D. Porter in the course of his life work and interest with diseased animals is bequeathed to the library of Texas A&M College at his request, in the hope it will be of service and help to students in the pursuit of their career.  The pictures were made by Dr. F. D. Porter while on the Foot & Mouth disease in California in year of 1930 and in Houston in 1924.  And some were acquired from G. E. Golden. Dr. Frank D. Porter, Born-Indiana-1879, Died-Ft. Worth, TX-May 22, 1950.""","Frank D. Porter-Golden Foot & Mouth Collection, number 45",Between 1924 and 1930,"Deer|Corrals|Animal Diseases|Veterinary services|Livestock--Inspection|Porter, Frank D.--Photograph collections|Antelope|Foot-and-Mouth Disease",College of Veterinary Medicine Image Collection,Four men stand near a corral with either axis deer or antelope during an inspection for foot-and-mouth disease.,Between 1924 and 1930,0095,StillImage,2023-02-17T16:53:06.120000+00:00,false,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/97/pages/page_0/files/CVM_0095.jpg,,,
Photographs,fedoraAdmin,"Worley, Jan",https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,fedoraAdmin,"1 color print (photograph); 16.5X24 mm, mounted",2023-02-17T18:03:15.580000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/305/pages|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/305/orderProxies,,"Construction of the Stevenson Companion Animal Life-Care Center, number 3:",1990s,Building sites|Animal housing|College buildings|Texas A & M University. College of Veterinary Medicine--Buildings|Stevenson Companion Animal Life-Care Center|Architecture,College of Veterinary Medicine Image Collection,"This image shows the progress of the new Companion Animal Center under construction, including the first few row of the exterior front façade being built. The Center, later named the Stevenson Companion Animal Center, was established by the Texas A&M College of Veterinary Medicine in 1993 at the suggestion of Dr. E. W. ""Ned"" Ellett, former head of the Small Animal Clinic at Texas A&M University.",1992-07,0095|0305,StillImage,2023-02-17T18:03:15.580000+00:00,false,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/305/pages/page_0/files/CVM_0305.jpg,College Station|Texas,"Written on photograph: ""Construction Companion Animal Center- Front.""",
Photographs,fedoraAdmin,"Porter, Frank D.",https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences|United States. Department of Agriculture,fedoraAdmin,1 black-and -white print (photograph); 9X14.5mm,2023-02-17T16:47:33.648000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/80/pages|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/80/orderProxies,"Written on photograph: ""This collection of kodak pictures, made by the late, Dr. Frank D. Porter in the course of his life work and interest with diseased animals is bequeathed to the library of Texas A&M College at his request, in the hope it will be of service and help to students in the pursuit of their career.  The pictures were made by Dr. F. D. Porter while on the Foot & Mouth disease in California in year of 1930 and in Houston in 1924.  And some were acquired from G. E. Golden. Dr. Frank D. Porter, Born-Indiana-1879, Died-Ft. Worth, TX-May 22, 1950.""","Frank D. Porter-Golden  Foot & Mouth Collection, number 28",,"Foot-and-Mouth Disease|Mass burials|Cranes, derricks, etc.|Trenches|Euthanasia of animals|Animal Diseases|Porter, Frank D.--Photograph collections|Cattle--Carcasses",College of Veterinary Medicine Image Collection,A man's hands holds up the head of cow that has been euthanized due to having foot-and-mouth disease.,Between 1924 and 1930,0078,StillImage,2023-02-17T16:47:33.648000+00:00,false,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/80/pages/page_0/files/CVM_0078.jpg,,,
Photographs,fedoraAdmin,"Porter, Frank D.",https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,United States. Department of Agriculture|Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,fedoraAdmin,1 black-and -white print (photograph); 6X8.5mm,2023-02-17T16:39:25.344000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/55/orderProxies|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/55/pages,"Written on photograph: ""This collection of kodak pictures, made by the late, Dr. Frank D. Porter in the course of his life work and interest with diseased animals is bequeathed to the library of Texas A&M College at his request, in the hope it will be of service and help to students in the pursuit of their career.  The pictures were made by Dr. F. D. Porter while on the Foot & Mouth disease in California in year of 1930 and in Houston in 1924.  And some were acquired from G. E. Golden. Dr. Frank D. Porter, Born-Indiana-1879, Died-Ft. Worth, TX-May 22, 1950.""","Frank D. Porter-Golden Foot & Mouth Collection, number 3",,"Porter, Frank D.|Horses|Animal Diseases|Veterinary services|Livestock--Inspection|Veterinarians|Porter, Frank D.--Photograph collections|Agricultural and Mechanical College of Texas. School of Veterinary Medicine--Faculty|Foot-and-Mouth Disease",College of Veterinary Medicine Image Collection,Dr.  Frank D. Porter looks on as another man examines a horse's hoof with a second horse in the background.,Between 1924 and 1930,0053,StillImage,2023-02-17T16:39:25.344000+00:00,false,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/55/pages/page_0/files/CVM_0053.jpg,,,
Photographs,fedoraAdmin,,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,fedoraAdmin,1 black-and -white negative,2023-02-17T18:10:39.962000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/327/pages|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/327/orderProxies,,"Small Animal Clinic Entrance, number 11",1990s,"Texas A & M University. College of Veterinary Medicine--Buildings|Hospitals, Teaching|Hospitals, Animal|Pet medicine|Hospital buildings|Small Animal Clinic",College of Veterinary Medicine Image Collection,A view of the front of Small Animal Clinic building.,1999-06-14,0320-11,StillImage,2023-02-17T18:10:39.962000+00:00,false,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/327/pages/page_0/files/CVM_0320-011.jpg,College Station|Texas,,
Photographs,fedoraAdmin,,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,fedoraAdmin,1 black-and -white print (photograph); 20X24mm,2023-02-17T17:06:30.945000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/138/orderProxies|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/138/pages,,Stable D at the A&M College of Texas,Between 1926 and 1935,Large Animal Medicine and Surgery|Barns|Historic buildings|Agricultural and Mechanical College of Texas. School of Veterinary Medicine--Buildings|Stables|College buildings,College of Veterinary Medicine Image Collection,"This is Stable D, which was used for horses and was located behind the new 1932 veterinary hospital. Stable D was not completed and occupied until about 1933.",Between 1926 and 1935,0136,StillImage,2023-02-17T17:06:30.945000+00:00,false,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/138/pages/page_0/files/CVM_0136.jpg,Texas|College Station,,
Photographs,fedoraAdmin,"Porter, Frank D.",https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,United States. Department of Agriculture|Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,fedoraAdmin,1 black-and -white print (photograph); 9X14.5mm,2023-02-17T16:46:34.748000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/77/pages|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/77/orderProxies,"Written on photograph: ""This collection of kodak pictures, made by the late, Dr. Frank D. Porter in the course of his life work and interest with diseased animals is bequeathed to the library of Texas A&M College at his request, in the hope it will be of service and help to students in the pursuit of their career.  The pictures were made by Dr. F. D. Porter while on the Foot & Mouth disease in California in year of 1930 and in Houston in 1924.  And some were acquired from G. E. Golden. Dr. Frank D. Porter, Born-Indiana-1879, Died-Ft. Worth, TX-May 22, 1950.""","Frank D. Porter-Golden  Foot & Mouth Collection, number 25",,"Porter, Frank D.--Photograph collections|Cows|Pastures",College of Veterinary Medicine Image Collection,A close-up view of the side of a dark cow in a pasture.,Between 1924 and 1930,0075,StillImage,2023-02-17T16:46:34.748000+00:00,false,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/77/pages/page_0/files/CVM_0075.jpg,,,
Photographs,fedoraAdmin,,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,fedoraAdmin,1 black-and -white negative,2023-02-17T18:09:40.595000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/324/pages|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/324/orderProxies,,"Small Animal Clinic Entrance, number 06",1990s,"Animal health|Dogs|Texas A & M University. College of Veterinary Medicine--Buildings|Hospitals, Teaching|Hospitals, Animal|Pet medicine|Veterinary services|Hospital buildings|Small Animal Clinic",College of Veterinary Medicine Image Collection,Two females are exiting the Small Animal Clinic building.  The one on the right has a dog on a leash.,1999-06-14,0320-06,StillImage,2023-02-17T18:09:40.595000+00:00,false,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/324/pages/page_0/files/CVM_0320-6.jpg,Texas|College Station,,
Photographs,fedoraAdmin,,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,fedoraAdmin,1 color negative; Kodak,2023-02-17T18:36:44.619000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/405/pages|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/405/orderProxies,,"Ellie Greenbaum with Animals at the Stevenson Center, number 09",1990s,"Pet medicine|Stevenson Companion Animal Life-Care Center--Employees|Pets|Greenbaum, Ellie|Cats|Animal housing|Dogs|Small Animal Medicine and Surgery|Human-animal relationships|Stevenson Companion Animal Life-Care Center",College of Veterinary Medicine Image Collection,"Ellie Greenbaum (Associate Director of the Stevenson Companion Animal Life-Care Center) at her desk with residents canine ""Jill"" and feline ""Jessica.""  Jill the poodle was one of the Center's original pets when it first opened in 1994.  Jessica the cat arrived at the Center in December of 1998.",1999-09-14,0359-18,StillImage,2023-02-17T18:36:44.619000+00:00,false,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/405/pages/page_0/files/CVM_0359-18.jpg,College Station|Texas,,
Photographs,fedoraAdmin,,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,fedoraAdmin,1 black-and -white negative,2023-02-17T18:13:38.634000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/336/pages|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/336/orderProxies,,"Small Animal Clinic Entrance, number 20",1990s,"Hospital buildings|Small Animal Clinic|Texas A & M University. College of Veterinary Medicine--Buildings|Hospitals, Teaching|Hospitals, Animal|Pet medicine",College of Veterinary Medicine Image Collection,"A right side view of the steps leading up to the front entrance of the Small Animal Clinic, surrounded by landscaping.",1999-06-14,0320-20,StillImage,2023-02-17T18:13:38.634000+00:00,false,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/336/pages/page_0/files/CVM_0320-20.jpg,College Station|Texas,,
Photographs,fedoraAdmin,,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,fedoraAdmin,1 black-and -white print (photograph),2023-02-17T17:05:51.465000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/136/orderProxies|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/136/pages,,Equine Restraint Demonstration,1930s,"Horses|Clinical Competence|Large Animal Medicine and Surgery|Veterinary students|Barns|Stables|Historic buildings|Veterinary teachers|Teaching Rounds|Animal immobilization|Education, Veterinary|Hospitals, Teaching|Hospitals, Animal",College of Veterinary Medicine Image Collection,"A group of young men stand around a horse on the ground that is secured by ropes.  They are outside one of the stables which was not built or occupied until 1933. This is taken at the rear of the new veterinary hospital that was built around 1934. One of the instructors, (6th man from the right end) may be Dr. R.P. Marsteller.",Between 1933 and 1940,0134,StillImage,2023-02-17T17:05:51.465000+00:00,false,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/136/pages/page_0/files/CVM_0134.jpg,Texas|College Station,,
Photographs,fedoraAdmin,"Worley, Jan",https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,fedoraAdmin,"1 color print (photograph); 16.5X24 mm, mounted",2023-02-17T18:01:30.429000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/300/pages|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/300/orderProxies,,"Veterinary Research Building, number 11: Construction on East Side",1990s,College buildings|Texas A & M University. College of Veterinary Medicine--Buildings|Architecture|Veterinary laboratories|Building sites,College of Veterinary Medicine Image Collection,This view of the east side of the new Veterinary Research Building under construction shows the structure nearing the completion stage.  The groundbreaking ceremony of this building was held in 1991 and coincided with the 75th anniversary of the College of Veterinary Medicine & Biomedical Sciences.  This building opened in 1993 with five stories and included an open atrium surrounded by four upper floors of Laboratory spaces.,1992-07,0300|0025,StillImage,2023-02-17T18:01:30.429000+00:00,false,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/300/pages/page_0/files/CVM_0300.jpg,College Station|Texas,"Written on photograph: Construction- Research BLDG. ""East side of BLDG.""",
