dc_type,fedora_createdBy,dc_creator,fedora_hasParent,dc_rights,dc_contributor,fedora_lastModifiedBy,dcterms_extent,fedora_created,ldp_contains,dcterms_provenance,dc_title,dcterms_temporal,dc_subject,dcterms_isPartOf,dcterms_abstract,dcterms_created,dc_identifier,dcterms_type,fedora_lastModified,fedora_writable,files,dcterms_spatial,tamudigital_local/details,dc_description
Photographs,fedoraAdmin,,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,fedoraAdmin,1 black-and -white print (photograph); 12X11.5mm,2023-02-17T17:17:50.956000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/172/orderProxies|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/172/pages,,"Equine Surgery, number 2",,"Surgery Department, Hospital|Hospitals, Teaching|Hospitals, Animal|Surgery, Veterinary|Agricultural and Mechanical College of Texas. School of Veterinary Medicine--Students|Horses|Clinical Competence|Large Animal Medicine and Surgery|Veterinary students|Teaching Rounds|Education, Veterinary",College of Veterinary Medicine Image Collection,Third-year veterinary students perform surgery on a horse.,,0171,StillImage,2023-02-17T17:17:50.956000+00:00,false,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/172/pages/page_0/files/CVM_0171.jpg,College Station|Texas,"Written on photograph: ""Texas A&M University has the most productive veterinary medical college in the country--providing 10% of the United States graduates each year.""",
Photographs,fedoraAdmin,,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,fedoraAdmin,1 color slide; 5X5mm slide,2023-02-17T18:30:02.973000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/385/orderProxies|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/385/pages,,"Stevenson Companion Animal Life-Care Center Animals and Caregivers, number 27",,Small Animal Medicine and Surgery|Stevenson Companion Animal Life-Care Center|Pets|Cats|Animal housing,College of Veterinary Medicine Image Collection,A feline resident enjoys the comfort of a window platform at the Stevenson Companion Animal Life-Care Center.,,0357,StillImage,2023-02-17T18:30:02.973000+00:00,false,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/385/pages/page_0/files/CVM_0357.jpg,College Station|Texas,,
Photographs,fedoraAdmin,,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,fedoraAdmin,1 black-and -white print (photograph); 17X23.5mm mounted,2023-02-17T17:08:50.499000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/145/orderProxies|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/145/pages,,Veterinary Students with Microscopes,Between 1936 and 1945,"Agricultural and Mechanical College of Texas. School of Veterinary Medicine--Students|Parasitology|Microscopes|Diagnostic microbiology|Veterinary students|Veterinary laboratories|Microbiology|Classrooms|Education, Veterinary",College of Veterinary Medicine Image Collection,Five rows of students sit inside a lab using microscopes. One man viewed in left frame is standing to assist a student.,Between 1936 and 1945,0143,StillImage,2023-02-17T17:08:50.499000+00:00,false,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/145/pages/page_0/files/CVM_0143.jpg,College Station|Texas,"Written on photograph: ""Decade (1936-1945)""",
Photographs,fedoraAdmin,"Golden, George E.",https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences|United States. Department of Agriculture,fedoraAdmin,1 black-and -white print (photograph); 9X14.5mm,2023-02-17T16:49:50.416000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/87/orderProxies|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/87/pages,"Written on photograph: ""This collection of kodak pictures, made by the late, Dr. Frank D. Porter in the course of his life work and interest with diseased animals is bequeathed to the library of Texas A&M College at his request, in the hope it will be of service and help to students in the pursuit of their career.  The pictures were made by Dr. F. D. Porter while on the Foot & Mouth disease in California in year of 1930 and in Houston in 1924.  And some were acquired from G. E. Golden. Dr. Frank D. Porter, Born-Indiana-1879, Died-Ft. Worth, TX-May 22, 1950.""","Frank D. Porter-Golden  Foot & Mouth Collection, number 35",1920s,Cattle|Foot-and-Mouth Disease|Animal Diseases,College of Veterinary Medicine Image Collection,This image demonstrates erosion at tip of cows tongue from foot-and-mouth disease during the 1925 Texas outbreak.,1925,0085,StillImage,2023-02-17T16:49:50.416000+00:00,false,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/87/pages/page_0/files/CVM_0085.jpg,Texas,,
Photographs,fedoraAdmin,"Golden, George E.",https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,United States. Department of Agriculture|Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,fedoraAdmin,1 black-and -white print (photograph); 9X14.5mm,2023-02-17T16:55:03.100000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/103/orderProxies|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/103/pages,"Written on photograph: ""This collection of kodak pictures, made by the late, Dr. Frank D. Porter in the course of his life work and interest with diseased animals is bequeathed to the library of Texas A&M College at his request, in the hope it will be of service and help to students in the pursuit of their career.  The pictures were made by Dr. F. D. Porter while on the Foot & Mouth disease in California in year of 1930 and in Houston in 1924.  And some were acquired from G. E. Golden. Dr. Frank D. Porter, Born-Indiana-1879, Died-Ft. Worth, TX-May 22, 1950.""","Frank D. Porter-Golden  Foot & Mouth Collection, number 51",,"Animal Diseases|Porter, Frank D.--Photograph collections|Cattle--Carcasses|Foot-and-Mouth Disease|Mass burials|Euthanasia of animals",College of Veterinary Medicine Image Collection,Eight men stack wood in preparation for a burn pile for the disposal of the carcasses of cattle that were infected with foot-and-mouth disease.,Between 1924 and 1930,0101,StillImage,2023-02-17T16:55:03.100000+00:00,false,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/103/pages/page_0/files/CVM_0101.jpg,,,
Photographs,fedoraAdmin,,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,fedoraAdmin,1 black-and -white print (photograph),2023-02-17T17:00:57.795000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/121/pages|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/121/orderProxies,,"Mare and Horse-Mule Foal Sired By ""Pat""",,Foals|Animal Husbandry|Equidae|Horses-Breeding|Mules--Breeding|Horses|Mares,College of Veterinary Medicine Image Collection,"A mare (full horse) is shown with her (7/8 horse) foal-colt, sired by 3/4 horse-mule named ""Pat"" (not shown in picture).",Between 1916 and 1925?,0119,StillImage,2023-02-17T17:00:57.795000+00:00,false,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/121/pages/page_0/files/CVM_0119.jpg,College Station|Texas,,
Photographs,fedoraAdmin,"Hunt, Wayne C.",https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,fedoraAdmin,1 black-and -white print (photograph); 24X19mm,2023-02-17T17:44:14.205000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/250/pages|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/250/orderProxies,,"Dr. George T. Edds of Waco, Texas and  Dr. Kid McCoy of Kealakekua, Hawaii",Between 1940 and 1960,"Veterinary teachers|Veterinarians|Texas A & M University. College of Veterinary Medicine--Benefactors|Edds, George T.|Texas A & M University. College of Veterinary Medicine--Alumni and alumnae|McCoy, Kid|College department heads|Special Events",College of Veterinary Medicine Image Collection,"Dr. George T. Edds of Waco, Texas (left), shakes hands with Dr. Kid McCoy of Kealakekua, Hawaii (right), in front of a curtain and behind a microphone at an unknown event. Dr. Edds (A&M College of Texas, Class of '36) helped establish an endowment at the College of Veterinary Medicine in 1984.  He served as the former director/vice president of Fort Dodge Laboratories (1950-62) and the chair of the Department of Veterinary  Science at University of Florida (1962-71). Meanwhile, Dr. McCoy became the first territorial veterinarian for Hawaii.  In 1963, he founded Keauhou Veterinary Hospital, the first AAHA accredited small animal practice on the island of Hawaii.",Between 1940 and 1960,0250,StillImage,2023-02-17T17:44:14.205000+00:00,false,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/250/pages/page_0/files/CVM_0250.jpg,,,
Photographs,fedoraAdmin,Holloman Air Force Base (N.M.). Photography Branch,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,fedoraAdmin,1 black-and -white print (photograph); 24X19mm,2023-02-17T17:30:58.741000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/211/pages|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/211/orderProxies,,"Space Chimpanzee ""Ham"" and His Handler, number 2",1960s,"Outer space--Exploration|United States. National Aeronautics and Space Administration|Space Flight|Airmen|Beacham, Daniel|Chimpanzees|Primates|Animal space flight|Laboratory animals",College of Veterinary Medicine Image Collection,"""Ham,"" the first chimpanzee ever to ride into space, lies in the bottom half of his flight couch while being reassured by airman Dan Beacham.",Between 1960 and 1961?,0211,StillImage,2023-02-17T17:30:58.741000+00:00,false,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/211/pages/page_0/files/CVM_0211.jpg,New Mexico,"Written on photograph: Official photograph, United States Air Force. photographic Branch, Holloman A.F.B. , New Mexico.",This photograph was taken at Holloman Air Force Base in New Mexico.
Photographs,fedoraAdmin,,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,fedoraAdmin,1 blank-and -white news clipping (photograph),2023-02-17T16:22:37.231000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/12/orderProxies|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/12/pages,,Dr. Cooper Curtis Examines a Dead Cow with Tick Fever,19th century,"Babesiosis in cattle|Tick-Borne Diseases|Livestock--Inspection|Veterinarians|Curtis, Cooper|Cattle Diseases|Agricultural and Mechanical College of Texas. School of Veterinary Medicine--Faculty|Cattle--Carcasses|Veterinary medicine--History",College of Veterinary Medicine Image Collection,"Dr. Cooper Curtis kneels on the ground to examine a tick-infested dead cow that is infected with Texas Fever in California, 1890.",1890,0011,StillImage,2023-02-17T16:22:37.231000+00:00,false,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/12/pages/page_0/files/CVM_0011.jpg,California,,
Photographs,fedoraAdmin,,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,fedoraAdmin,1 color negative; Kodak,2023-02-17T18:39:45.276000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/414/orderProxies|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/414/pages,,"Ellie Greenbaum with Animals at the Stevenson Center, number 16",1990s,"Stevenson Companion Animal Life-Care Center--Employees|Pets|Greenbaum, Ellie|Cats|Animal housing|Small Animal Medicine and Surgery|Human-animal relationships|Stevenson Companion Animal Life-Care Center|Pet medicine",College of Veterinary Medicine Image Collection,"Ellie Greenbaum (Associate Director of the Stevenson Companion Animal Life-Care Center) at her desk with resident feline ""Jessica,"" who came to the Center in December of 1998.",1999-09-14,0359-27,StillImage,2023-02-17T18:39:45.276000+00:00,false,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/414/pages/page_0/files/CVM_0359-27.jpg,College Station|Texas,,
Photographs,fedoraAdmin,,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,fedoraAdmin,1 black-and -white print (photograph); 9X11.5mm,2023-02-17T17:16:31.935000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/168/orderProxies|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/168/pages,,Texas A&M Veterinary Student with a Goat,,"Education, Veterinary|Women veterinary students|Hospitals, Teaching|Hospitals, Animal|Veterinary students|Texas A & M University. College of Veterinary Medicine--Students|Goats",College of Veterinary Medicine Image Collection,"An unidentified student holds a young research goat after a day of classes at the College of Veterinary Medicine. According to an article from 2010 in the ""Student Perspectives"" section of the College's website: """"Another amazing thing about veterinary school is the unique opportunities that randomly occur. ...Another day, after learning several basic cattle skills, we had a little free time and went to visit the neighboring research goats.  About 12 kids (baby goats) had recently been born, and we just had to interact with them.  We had an impromptu lecture on goat herd management and how to do a quick physical exam on a goat.""",,0167,StillImage,2023-02-17T17:16:31.935000+00:00,false,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/168/pages/page_0/files/CVM_0167.jpg,College Station|Texas,,
Photographs,fedoraAdmin,,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,fedoraAdmin,1 color print (photograph); 12.5X12.5 mm,2023-02-17T17:43:14.342000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/247/pages|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/247/orderProxies,,"1974 Commencement Ceremony, number 11",Aug-74,Texas A & M University. College of Veterinary Medicine--Faculty|Commencement ceremonies|Special Events|Veterinary teachers,College of Veterinary Medicine Image Collection,"Two men in academic regalia, possibly Veterinary Medicine faculty, converse with each other.  Both hold papers and the man on the right wears a gown trimmed in beige colors, zipper trimmings, collar and chevrons.",1974,0247,StillImage,2023-02-17T17:43:14.342000+00:00,false,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/247/pages/page_0/files/CVM_0247.jpg,Texas|College Station,"Written on photograph: ""August 1974 Commencement.""",
Photographs,fedoraAdmin,,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,fedoraAdmin,1 black-and -white print (photograph); 19X24mm,2023-02-17T17:36:13.566000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/226/pages|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/226/orderProxies,,"Faculty Appreciation Awards Recipient, number 2: Dr. E.W. Baldwin",1970s,"Student affairs services--Awards|Texas A & M University. College of Veterinary Medicine--Faculty|Veterinary medicine--Awards|Veterinary students|Texas A & M University. College of Veterinary Medicine--Students|Veterinary teachers|College teaching--Awards|Rundell, Jim|Texas A & M University. College of Veterinary Medicine--Awards|Award presentations|McMullan, William C.",College of Veterinary Medicine Image Collection,"Dr. E.W. Baldwin (on the right) receives the Faculty Appreciation Award from student Jim Rundell (on the left). Recipients of this award were selected by the students.  Dr. Baldwin is being honored for his leadership, teaching ability, individual integrity and accomplishments in the area of student relations.",1972-07-07,0226,StillImage,2023-02-17T17:36:13.566000+00:00,false,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/226/pages/page_0/files/CVM_0226.jpg,Texas|College Station,"Written on photograph: ""FACULTY APPRECIATION AWARDS:  These awards are based on leadership and teaching ability, individual integrity, and efforts made in the area of student relations. Recipients are selected by the students.  RECIPIENT:  Dr. E. W. Baldwin.""",
Photographs,fedoraAdmin,"Rydzewski, Tony",https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,fedoraAdmin,"1 color print (photograph); 11.5X17mm, mounted",2023-02-17T17:49:19.080000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/265/orderProxies|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/265/pages,,Dr. M.E. Tatum with Student in the Gross Anatomy Laboratory,1990s,"Tatum, Michael E.|Teaching|Veterinary students|Veterinary teachers|Veterinary laboratories|Anatomy, Veterinary|Texas A & M University. College of Medicine--Students|Texas A & M University. Department of Veterinary Anatomy--Faculty|Education, Veterinary|Texas A & M University. College of Medicine--Faculty",College of Veterinary Medicine Image Collection,"Dr. M. E. Tatum, Associate Professor of Veterinary Anatomy, instructs a student in the Gross Anatomy Laboratory.  Dr. Michael E. Tatum graduated from Texas A&M in 1963, and received his DVM in 1964 and was married to Carol Ann Barrett on October 3rd of the same year. He joined the faculty at the Veterinary College at Texas A&M in 1965 and taught for 35 years before retiring in 2000.  Many students fondly remembered taking histology, pathology and anatomy courses from him.",1990-03,0265|0054,StillImage,2023-02-17T17:49:19.080000+00:00,false,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/265/pages/page_0/files/CVM_0265.jpg,Texas|College Station,,
Photographs,fedoraAdmin,,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,fedoraAdmin,1 black-and -white photo postcard; 9X14mm,2023-02-17T16:30:05.987000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/27/pages|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/27/orderProxies,,"Three Cows from Nacogdoches, Texas",Between 1890 and 1910,Calves|Twins|Livestock--Reproduction|Cows|Animal Husbandry|Multiple birth,College of Veterinary Medicine Image Collection,"A postcard photograph of three cows stand in a fenced area outside a building. The cow in the center gave birth to twins.  Here the twins are one year old and all are owned by D.K. Cason of Nacogdoches, TX.",Between 1890 and 1910,0026,StillImage,2023-02-17T16:30:05.987000+00:00,false,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/27/pages/page_0/files/CVM_0026.jpg,Nacogdoches|Texas,"Written on photograph: ""Bonnie of Beechwood, H.R. 230784 with Twins one year old ""Mary & Martha"" owned by D.K. Cason, Nacogdoches, Texas.""",
Photographs,fedoraAdmin,"Worley, Jan",https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,fedoraAdmin,"1 color print (photograph); 12X17mm, mounted",2023-02-17T17:47:15.874000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/259/orderProxies|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/259/pages,,"Ground Breaking Event, number 1",1990s,"Large Animal Hospital|Veterinary laboratories|Mules|Rites and ceremonies|College buildings|Texas A & M University. College of Veterinary Medicine--Buildings|Hospitals, Teaching|Plows|Hospitals, Animal|Special Events",College of Veterinary Medicine Image Collection,Mules and a plow are used to break the ground during a ground breaking ceremony for a new large animal medicine clinic and research building.,1991-09,0259|0162,StillImage,2023-02-17T17:47:15.874000+00:00,false,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/259/pages/page_0/files/CVM_0259.jpg,Texas|College Station,,
