dc_subject,dc_type,dc_format,fedora_lastModifiedBy,dcterms_created,fedora_lastModified,fedora_hasParent,fedora_writable,dcterms_extent,dc_description,dcterms_isPartOf,dc_rights,dcterms_temporal,ldp_contains,dcterms_type,dcterms_spatial,dcterms_abstract,dc_publisher,fedora_createdBy,dc_title,fedora_created,files,dcterms_alternative,dc_creator
Battlefields|France--Meuse|World War (1914-1918),Postcards,reformatted digital,fedoraAdmin,1914?,2021-10-27T16:10:34.759000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects,false,1 postcard; 9 x 14 cm,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",Archive of World War I German and Austrian Documents,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,1914-1918,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/140/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/140/orderProxies,StillImage,Meuse|France,Photo postcard of the destruction of Argonne Forest.,Stengel & Co.,fedoraAdmin,Agonnen,2021-10-27T16:10:34.759000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/140/pages/page_0/files/mss00170_01-46_0001.jpg,,
Germany--Saxony|World War (1914-1918)|Prisoners of war|Soldiers,Postcards,reformatted digital,fedoraAdmin,1914?,2021-10-27T16:42:41.692000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects,false,1 postcard; 9 x 14 cm,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",Archive of World War I German and Austrian Documents,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,1914-1918,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/279/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/279/orderProxies,StillImage,Saxony|Germany,Color photo postcard of captured Russian soldiers.,Karl Mucke,fedoraAdmin,Aokunft gefangener Russen in Königsbrück,2021-10-27T16:42:41.692000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/279/pages/page_0/files/mss00170_02-02_0017.jpg,Arrival of captured Russians in Königsbrück,
Hôtel-Dieu de Laon|Hospitals|World War (1914-1918)|France--Laon,Postcards,reformatted digital,fedoraAdmin,1914?,2021-10-27T17:26:38.520000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects,false,1 postcard; 9 x 14 cm,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",Archive of World War I German and Austrian Documents,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,1914-1918,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/91/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/91/pages,StillImage,Laon|France,"Photo postcard of Hôtel-Dieu in Laon, France with military patients sitting in front. Postcard would have originally been issued in a postcard book.",Georg Stilke,fedoraAdmin,Laon: Hôtel-Dieu,2021-10-27T17:26:38.520000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/91/pages/page_0/files/mss00170_01-41_0023.jpg,,
Castles|France--Aisne|Streets|World War (1914-1918)|Buildings--War damage,Postcards,reformatted digital,fedoraAdmin,1914?,2021-10-27T17:08:19.568000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects,false,1 postcard; 9 x 14 cm,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",Archive of World War I German and Austrian Documents,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,1914-1918,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/388/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/388/orderProxies,StillImage,Aisne|France,"Photo postcard of Castle of the Bôve, located in the territory of the commune of Bouconville-Vauclair.",,fedoraAdmin,"Weg von Bouconville nach Schloss ""la Bôve"": rechts und links zerstorte Hauser. Im Hintergrundes (x) Schloss ""la  Bôve""",2021-10-27T17:08:19.568000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/388/pages/page_0/files/mss00170_02-06_0011.jpg,"Route from Bouconville to ""la Bôve"" castle: houses destroyed on the right and left. In the background (x) castle ""la Bôve""",
World War (1914-1918)|Soldiers,Postcards,reformatted digital,fedoraAdmin,1914?,2021-10-27T17:02:05.794000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects,false,1 postcard; 9 x 14 cm,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",Archive of World War I German and Austrian Documents,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,1914-1918,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/362/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/362/orderProxies,StillImage,,Photo postcard of a group of soldiers in a field.,,fedoraAdmin,[Soldiers in a field],2021-10-27T17:02:05.794000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/362/pages/page_0/files/mss00170_02-05_0033.jpg,,
France--Roubaix|World War (1914-1918)|Parks,Postcards,reformatted digital,fedoraAdmin,1914?,2021-10-27T16:14:03.537000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects,false,1 postcard; 9 x 14 cm,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",Archive of World War I German and Austrian Documents,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,1914-1918,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/155/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/155/orderProxies,StillImage,Roubaix|France,"Photo postcard of Barbieux Park in Roubaix, France.",Dr. Trenkler & Co.,fedoraAdmin,"Roubaix, Park Barbieux",2021-10-27T16:14:03.537000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/155/pages/page_0/files/mss00170_01-47_0011.jpg,,
France--Reims|Statues|World War (1914-1918),Postcards,reformatted digital,fedoraAdmin,1914?,2021-10-27T16:04:22.998000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects,false,1 postcard; 9 x 14 cm,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",Archive of World War I German and Austrian Documents,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,1914-1918,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/113/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/113/orderProxies,StillImage,Reims|France,"Photo postcard of the square and the statue of Jean-Baptiste Colbert in Reims, France. Postcard would have originally been issued in a postcard book.",,fedoraAdmin,Reims: Statue et Square Colbert,2021-10-27T16:04:22.998000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/113/pages/page_0/files/mss00170_01-43_0011.jpg,Reims. Statue at Colbert Square.,
Men|Women|Streets|World War (1914-1918),Postcards,reformatted digital,fedoraAdmin,1914?,2021-10-27T16:41:04.655000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects,false,1 postcard; 9 x 14 cm,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",Archive of World War I German and Austrian Documents,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,1914-1918,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/272/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/272/pages,StillImage,,Photo postcard of a street scene in an unidentified location.,R.U. Komp,fedoraAdmin,[Street scene],2021-10-27T16:41:04.655000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/272/pages/page_0/files/mss00170_02-02_0003.jpg,,
Spies|World War (1914-1918)|Soldiers,Postcards,reformatted digital,fedoraAdmin,1914?,2021-10-27T16:39:13.755000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects,false,1 postcard; 9 x 14 cm,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",Archive of World War I German and Austrian Documents,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,1914-1918,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/264/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/264/orderProxies,StillImage,,Photo postcard of two German soldiers brining in a Russian spy.,Imberg & Lefson,fedoraAdmin,Russischer Spion wird eingebracht,2021-10-27T16:39:13.755000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/264/pages/page_0/files/mss00170_01-51_0046.jpg,Russian spy brought in,
World War (1914-1918)|Railroad stations|Belgium--Charleroi,Postcards,reformatted digital,fedoraAdmin,1914?,2021-10-27T17:06:39.283000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects,false,1 postcard; 9 x 14 cm,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",Archive of World War I German and Austrian Documents,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,1914-1918,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/381/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/381/orderProxies,StillImage,Belgium|Charleroi,"Photo postcard of the railway station in Gilly, Belgium. Postcard would have originally been issued in a postcard book.",S.D.,fedoraAdmin,Gilly - Le Haut de Sart-Allet,2021-10-27T17:06:39.283000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/381/pages/page_0/files/mss00170_02-05_0071.jpg,Gilly - railroad station,
Belgium--Liège|Casinos|Health resorts|World War (1914-1918),Postcards,reformatted digital,fedoraAdmin,1914?,2021-10-27T15:58:11.342000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects,false,1 postcard; 9 x 14 cm,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",Archive of World War I German and Austrian Documents,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,1914-1918,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/36/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/36/pages,StillImage,Belgium|Liège,"Photo postcard of the La Redoute de Spa in Liège, Belgium. Postcard would have originally been issued in a postcard book.",Desaix,fedoraAdmin,"Spa - panorama, l'Etablissement des Bains et le Kursall",2021-10-27T15:58:11.342000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/36/pages/page_0/files/mss00170_01-36_0027.jpg,Spa - panorama of the baths at Kursaal,
Church buildings|France--Aisne|World War (1914-1918),Postcards,reformatted digital,fedoraAdmin,1915,2021-10-27T16:59:56.373000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects,false,1 postcard; 9 x 14 cm,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",Archive of World War I German and Austrian Documents,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,1914-1918,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/353/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/353/orderProxies,StillImage,Aisne|France,"Illustrated postcard of a church in Chermizy, France.",B. Marta.,fedoraAdmin,Ausdem 1914-1915. Weltkrieg N-Frankreich. Kirche in Chermizy. Aisne.,2021-10-27T16:59:56.373000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/353/pages/page_0/files/mss00170_02-05_0015.jpg,From 1914-1915. World War in France. Church in Chermizy. Aisne.,
World War (1914-1918)|Beaches|Belgium--Ostend,Postcards,reformatted digital,fedoraAdmin,1914?,2021-10-27T16:08:44.252000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects,false,1 postcard; 9 x 14 cm,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",Archive of World War I German and Austrian Documents,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,1914-1918,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/132/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/132/orderProxies,StillImage,Ostend|Belgium,"Photo postcard of the King's Summer Palace in Ostend, Belgium.",Uitg S.Y.L,fedoraAdmin,Oostende.-'s Konings Zomerpaleis,2021-10-27T16:08:44.252000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/132/pages/page_0/files/mss00170_01-45_0011.jpg,"Ostend, King's Summer Palace.",
World War (1914-1918)|Buildings--War damage|France--Marne,Postcards,reformatted digital,fedoraAdmin,1914?,2021-10-27T17:23:58.743000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects,false,1 postcard; 14 x 9 cm,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",Archive of World War I German and Austrian Documents,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,1914-1918,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/80/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/80/orderProxies,StillImage,France|Marne,"Photo postcard of the ruined castle in Brimont, France.",Ludwig Fries,fedoraAdmin,Brimont Das zerstörte Schloß,2021-10-27T17:23:58.743000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/80/pages/page_0/files/mss00170_01-41_0001.jpg,Pictures from the western theater of war.,Leipziger Presse-Büro
World War (1914-1918)|France--Ardennes|City halls,Postcards,,fedoraAdmin,1914?,2021-10-27T17:05:41.322000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects,false,1 postcard; 9 x 14 cm,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",Archive of World War I German and Austrian Documents,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,1914-1918,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/377/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/377/orderProxies,StillImage,France|Ardennes,"Photo postcard of the city hall in Amagne, France.",GWD,fedoraAdmin,Amagne (Frankreich) - Rathaus-Platz,2021-10-27T17:05:41.322000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/377/pages/page_0/files/mss00170_02-05_0063.jpg,Amagne (France) - Town Hall Square,
World War (1914-1918)|Soldiers,Postcards,reformatted digital,fedoraAdmin,1914?,2021-10-27T16:44:32.556000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects,false,1 postcard; 14 x 9 cm,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",Archive of World War I German and Austrian Documents,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,1914-1918,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/287/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/287/orderProxies,StillImage,,Photo postcard of an unidentified Soldier.,,fedoraAdmin,[Soldier],2021-10-27T16:44:32.556000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/287/pages/page_0/files/mss00170_02-02_0033.jpg,,
Christmas cards|World War (1914-1918)|Icebreakers (Ships),Postcards,reformatted digital,fedoraAdmin,1914?,2021-10-27T16:15:53.661000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects,false,1 postcard; 9 x 14 cm,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",Archive of World War I German and Austrian Documents,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,1914-1918,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/163/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/163/pages,StillImage,,Color illustrated postcard of ships breaking through ice and a Christmas greeting.,E. A. Schwerdtfeger & Co.,fedoraAdmin,Herzinnigen Weihnachtsgruß,2021-10-27T16:15:53.661000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/163/pages/page_0/files/mss00170_01-49_0007.jpg,Heartfelt Christmas greetings,
World War (1914-1918)|France--Ardennes|Church buildings,Postcards,reformatted digital,fedoraAdmin,1915,2021-10-27T17:10:14.155000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects,false,1 postcard; 14 x 9 cm,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",Archive of World War I German and Austrian Documents,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,1914-1918,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/396/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/396/orderProxies,StillImage,Ardennes|France,"Illustrated postcard showing a church building in Bouconville, France.",,fedoraAdmin,Bouconville 3 Feb 1915 Kebrig,2021-10-27T17:10:14.155000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/396/pages/page_0/files/mss00170_02-06_0027.jpg,,
"City halls|Belgium--Ghent|Town Hall (Ghent, Belgium)|World War (1914-1918)",Postcards,reformatted digital,fedoraAdmin,1914?,2021-10-27T16:00:43.010000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects,false,1 postcard; 9 x 14 cm,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",Archive of World War I German and Austrian Documents,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,1914-1918,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/7/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/7/orderProxies,StillImage,Belgium|Ghent,Photo postcard of the city hall in Ghent. Postcard would have originally been issued in a postcard book.,Nels,fedoraAdmin,Hotel-de-Ville,2021-10-27T16:00:43.010000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/7/pages/page_0/files/mss00170_01-35_0019.jpg,City Hall,"Thill, Ern."
World War (1914-1918)|Buildings--War damage|France--Marne,Postcards,reformatted digital,fedoraAdmin,1914?,2021-10-27T17:22:02.819000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects,false,1 postcard; 9 x 14 cm,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",Archive of World War I German and Austrian Documents,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,1914-1918,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/72/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/72/pages,StillImage,France|Marne,"Photo postcard of the effects of a grenade in a church in Brimont, France.",,fedoraAdmin,Granatenwirkung Im Inneren der Kirche von Brimont,2021-10-27T17:22:02.819000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/72/pages/page_0/files/mss00170_01-40_0003.jpg,"Interior of church destroyed by grenade in Brimont, France.",
World War (1914-1918)|Cottages|Poland--Kalisz,Postcards,reformatted digital,fedoraAdmin,1914?,2021-10-27T16:14:58.724000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects,false,1 postcard; 9 x 14 cm,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",Archive of World War I German and Austrian Documents,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,1914-1918,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/159/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/159/orderProxies,StillImage,Belgium|Kalisz,"Photo postcard of a Swiss cottage in Kalisz, Poland.",,fedoraAdmin,Kalisz. Domek Szwajcarski.,2021-10-27T16:14:58.724000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/159/pages/page_0/files/mss00170_01-47_0021.jpg,Kalisz. Swiss cottage.,
