dc_subject,dc_type,dc_format,fedora_lastModifiedBy,dcterms_created,fedora_lastModified,fedora_hasParent,fedora_writable,dcterms_extent,dc_description,dcterms_isPartOf,dc_rights,dcterms_temporal,ldp_contains,dcterms_type,dcterms_spatial,dcterms_abstract,dc_publisher,fedora_createdBy,dc_title,fedora_created,files,dcterms_alternative,dc_creator
France--Guignicourt|World War (1914-1918)|Bridges,Postcards,reformatted digital,fedoraAdmin,1914?,2021-10-27T17:18:38.988000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects,false,1 postcard; 9 x 14 cm,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",Archive of World War I German and Austrian Documents,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,1914-1918,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/58/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/58/orderProxies,StillImage,Guignicourt|France,"Photo postcard of bridges near Guignicourt, France.",Magdeburger Lichtdruck,fedoraAdmin,An der Aisne bei Guignicourt. Vorn Kolonnenbrücke Pionier-Batl. 21. Dahinter Eisenbahnbrücke Eisenbahn-Bau-Komp. 17,2021-10-27T17:18:38.988000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/58/pages/page_0/files/mss00170_01-39_0003.jpg,On the Aisne near Guignicourt. Front column bridge Pionier Batl. 21. Behind the railway bridge Eisenbahn-Bau-Komp. 17th,
World War (1914-1918)|Railroad stations|Belgium--Ghent,Postcards,reformatted digital,fedoraAdmin,1914?,2021-10-27T16:10:21.014000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects,false,1 postcard; 9 x 14 cm,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",Archive of World War I German and Austrian Documents,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,1914-1918,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/139/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/139/pages,StillImage,Belgium|Ghent,"Photo postcard of St. Pierre Station in Ghent, Belgium.",Nels,fedoraAdmin,Gand: La Gare St. Pierre,2021-10-27T16:10:21.014000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/139/pages/page_0/files/mss00170_01-45_0025.jpg,St. Pierre Station,
France--Clermont|World War (1914-1918)|Buildings--War damage|Buildings,Postcards,reformatted digital,fedoraAdmin,1914?,2021-10-27T17:05:12.573000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects,false,1 postcard; 9 x 14 cm,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",Archive of World War I German and Austrian Documents,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,1914-1918,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/375/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/375/orderProxies,StillImage,France Clermont,"Photo postcard showing a war damaged building in Clermont, France.",Karl Voegels,fedoraAdmin,Die Ruinen von Clermont,2021-10-27T17:05:12.573000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/375/pages/page_0/files/mss00170_02-05_0059.jpg,The ruins of Clermont,
"World War (1914-1918)|Religious poetry, German|Poetry",Postcards,reformatted digital,fedoraAdmin,1914?,2021-10-27T16:15:26.207000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects,false,1 postcard; 9 x 14 cm,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",Archive of World War I German and Austrian Documents,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,1914-1918,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/161/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/161/orderProxies,StillImage,,Color illustrated postcard featuring a poem.,S. & G. S.i.B.,fedoraAdmin,"Ein Stücklein Sorgetrage An jedem Tage gern, Und was zu viel, sage Getrost Gott den Herrn",2021-10-27T16:15:26.207000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/161/pages/page_0/files/mss00170_01-49_0003.jpg,"A little bit of care I gladly bear every day, And what is too much, I confidently tell the Lord God.",
Belgium--Ghent|World War (1914-1918)|Railroad stations,Postcards,reformatted digital,fedoraAdmin,1914?,2021-10-27T16:00:15.256000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects,false,1 postcard; 9 x 14 cm,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",Archive of World War I German and Austrian Documents,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,1914-1918,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/5/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/5/pages,StillImage,Ghent|Belgium,Photo postcard of the South railway station in Ghent. Postcard would have originally been issued in a postcard book.,Nels,fedoraAdmin,Gare de Sud,2021-10-27T16:00:15.256000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/5/pages/page_0/files/mss00170_01-35_0015.jpg,South train station,"Thill, Ern."
Poetry|Love-letters|Couples|World War (1914-1918),Postcards,reformatted digital,fedoraAdmin,1914?,2021-10-27T16:20:58.567000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects,false,1 postcard; 14 x 9 cm,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",Archive of World War I German and Austrian Documents,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,1914-1918,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/185/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/185/pages,StillImage|Text,,Colored photo postcard of a soldier romancing a woman in a field of heather featuring lines from the poem Heidenröslein by Franz Peter Schubert.,L&P,fedoraAdmin,"Sah ein Knab-  -ein Röslein steh'n!  Röslein sprach: Ich steche dich, Daß du ewig denkst an mich, Und ich will's nicht leiden",2021-10-27T16:20:58.567000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/185/pages/page_0/files/mss00170_01-49_0053.jpg,A boy saw a wild rose. Said the rose: I shall prick you so that you willa lwyas remember me. And I will not suffer it.,
Poland--Kalisz|Theaters|World War (1914-1918),Postcards,reformatted digital,fedoraAdmin,1914,2021-10-27T15:54:59.863000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects,false,1 postcard; 9 x 14 cm,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",Archive of World War I German and Austrian Documents,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,1914-1918,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/23/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/23/pages,StillImage,Poland|Kalisz,"Photo postcard of the Wojciech Boguslawski Theatre in Kalisz, Poland.",,fedoraAdmin,Kalisz 1914,2021-10-27T15:54:59.863000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/23/pages/page_0/files/mss00170_01-36_0001.jpg,,
France--Saint-Amand-les-Eaux|Theaters|World War (1914-1918),Postcards,reformatted digital,fedoraAdmin,1914?,2021-10-27T16:14:31.115000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects,false,1 postcard; 9 x 14 cm,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",Archive of World War I German and Austrian Documents,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,1914-1918,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/157/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/157/orderProxies,StillImage,Saint-Amand-les-Eaux|France,"Photo postcard of a theater in St. Amand, France. Postcard would have originally been issued in a postcard book.",J. G. Schmitz,fedoraAdmin,"St. Amand, Theater",2021-10-27T16:14:31.115000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/157/pages/page_0/files/mss00170_01-47_0015.jpg,,
France--Laon|Prefects (French government)|World War (1914-1918),Postcards,reformatted digital,fedoraAdmin,1914?,2021-10-27T17:26:09.530000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects,false,1 postcard; 9 x 14 cm,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",Archive of World War I German and Austrian Documents,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,1914-1918,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/89/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/89/orderProxies,StillImage,France|Laon,"Photo postcard of the prefecture in Laon, France. Postcard would have originally been issued in a postcard book.",Georg Stilke,fedoraAdmin,Laon: Prefektur,2021-10-27T17:26:09.530000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/89/pages/page_0/files/mss00170_01-41_0019.jpg,"Office of the representative for Laon, France.",
Views|Wharves|World War (1914-1918),Postcards,reformatted digital,fedoraAdmin,1914?,2021-10-27T16:39:41.516000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects,false,1 postcard; 9 x 14 cm,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",Archive of World War I German and Austrian Documents,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,1914-1918,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/266/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/266/orderProxies,StillImage,,Illustrated postcard showing a community around a wharf.,Niems,fedoraAdmin,Bilder aus dem Osten,2021-10-27T16:39:41.516000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/266/pages/page_0/files/mss00170_01-51_0050.jpg,Images from the east,
World War (1914-1918)|Buildings--War damage|France--Meuse,Postcards,reformatted digital,fedoraAdmin,1916?,2021-10-27T17:14:19.365000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects,false,1 postcard; 9 x 14 cm,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",Archive of World War I German and Austrian Documents,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,1914-1918,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/413/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/413/orderProxies,StillImage,Meuse|France,"Photo postcard of men in front of a war damaged building in Gercourt, France.",,fedoraAdmin,Gercourt,2021-10-27T17:14:19.365000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/413/pages/page_0/files/mss00170_02-06_0061.jpg,,
Belgium--Diksmuide|World War (1914-1918)|Public buildings,Postcards,reformatted digital,fedoraAdmin,1914?,2021-10-27T15:58:38.719000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects,false,1 postcard; 9 x 14 cm,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",Archive of World War I German and Austrian Documents,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,1914-1918,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/38/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/38/orderProxies,StillImage,Diksmuide|Belgium,"Photo postcard of the party hall at the Hotel-de-Ville in Diksmudie, Belgium. Postcard would have originally been issued in a postcard book.",Nells,fedoraAdmin,"Dixmude: Hotel-de-Ville, Salle des Fetes",2021-10-27T15:58:38.719000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/38/pages/page_0/files/mss00170_01-36_0031.jpg,"Diksmuide: Hotel-de-Ville, Party Hall","Thill, Ern."
Cathedrals|World War (1914-1918)|Churches buildings|France--Laon|Catholic church buildings|Cathèdrale de Laon,Postcards,reformatted digital,fedoraAdmin,1914?,2021-10-27T17:12:09.741000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects,false,1 postcard; 14 x 9 cm,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",Archive of World War I German and Austrian Documents,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,1914-1918,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/404/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/404/orderProxies,StillImage,France|Laon,"Photo postcard of the cathedral in Laon, France.",,fedoraAdmin,Laon: Cathedrale,2021-10-27T17:12:09.741000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/404/pages/page_0/files/mss00170_02-06_0043.jpg,Laon: Cathedral,
World War (1914-1918)|Russia (Federation)--Kaliningrad (Kaliningradskaia oblast)|Universities and colleges,Postcards,reformatted digital,fedoraAdmin,1914?,2021-10-27T16:18:53.634000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects,false,1 postcard; 9 x 14 cm,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",Archive of World War I German and Austrian Documents,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,1914-1918,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/176/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/176/orderProxies,StillImage,Kaliningrad|Russia,"Photo postcard of a university in Königsberg, Germany.",A.S.K.,fedoraAdmin,"Königsberg, Universität",2021-10-27T16:18:53.634000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/176/pages/page_0/files/mss00170_01-49_0033.jpg,"Königsberg, University",
Belgium--Ostend|World War (1914-1918)|Beaches,Postcards,reformatted digital,fedoraAdmin,1914?,2021-10-27T16:09:11.980000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects,false,1 postcard; 9 x 14 cm,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",Archive of World War I German and Austrian Documents,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,1914-1918,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/134/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/134/pages,StillImage,Ostend|Belgium,"Photo postcard of the Strand Beach and Kursaal in Ostend, Belgium.",,fedoraAdmin,Ostende - La Digue et le Kursaal/Oostende - Strand en Kurzaal,2021-10-27T16:09:11.980000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/134/pages/page_0/files/mss00170_01-45_0015.jpg,Beach Kursaal in Ostend,
Belgium--Tournai|Barracks|World War (1914-1918),Postcards,reformatted digital,fedoraAdmin,1914?,2021-10-27T16:50:34.908000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects,false,1 postcard; 9 x 14 cm,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",Archive of World War I German and Austrian Documents,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,1914-1918,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/313/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/313/orderProxies,StillImage,Torhout|Belgium,"Photo postcard of the barracks in Tournai, Belgium.",,fedoraAdmin,Tournai: La Caserne,2021-10-27T16:50:34.908000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/313/pages/page_0/files/mss00170_02-04_0013.jpg,Tournai: the barracks,
World War (1914-1918)|Railroad stations|Belgium--Tournai,Postcards,reformatted digital,fedoraAdmin,1914?,2021-10-27T16:12:54.938000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects,false,1 postcard; 9 x 14 cm,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",Archive of World War I German and Austrian Documents,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,1914-1918,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/150/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/150/orderProxies,StillImage,Belgium|Torhout,"Photo postcard of the train station in Tournai, Belgium.",Nels,fedoraAdmin,"Tournai, La Gare",2021-10-27T16:12:54.938000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/150/pages/page_0/files/mss00170_01-47_0001.jpg,Tournai. The train station.,"[Phono-Photo, Tournai?]"
Cities and towns|World War (1914-1918)|France--Strasbourg,Postcards,reformatted digital,fedoraAdmin,1914?,2021-10-27T15:52:14.433000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects,false,1 postcard; 9 x 14 cm,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",Archive of World War I German and Austrian Documents,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,1914-1918,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/12/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/12/orderProxies,StillImage,France|Strasbourg,"Photo postcard of unidentified location, potentially Strasboug, France.",Jul. Manias & Cie,fedoraAdmin,[Strasbourg?],2021-10-27T15:52:14.433000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/12/pages/page_0/files/mss00170_01-35_0029.jpg,,
Views|Fortification|World War (1914-1918),Postcards,reformatted digital,fedoraAdmin,1914?,2021-10-27T16:22:49.310000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects,false,1 postcard; 9 x 14 cm,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",Archive of World War I German and Austrian Documents,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,1914-1918,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/193/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/193/orderProxies,StillImage,,Photo postcard of the citadel from the roof of the cathedral. Postcard would have originally been issued in a postcard book.,[Armee?],fedoraAdmin,Zitadelle vom Dach der Kathedrale,2021-10-27T16:22:49.310000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/193/pages/page_0/files/mss00170_01-49_0069.jpg,Citadel from the roof of the cathedral,
World War (1914-1918)|Gardens,Postcards,reformatted digital,fedoraAdmin,1914?,2021-10-27T16:16:21.230000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects,false,1 postcard; 9 x 14 cm,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",Archive of World War I German and Austrian Documents,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,1914-1918,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/165/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/165/pages,StillImage,,Color illustrated postcard of a garden with a building in the background.,,fedoraAdmin,[Unidentified garden],2021-10-27T16:16:21.230000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/165/pages/page_0/files/mss00170_01-49_0011.jpg,,
