dc_title,fedora_writable,dc_type,dc_subject,ldp_contains,dc_rights,fedora_lastModifiedBy,fedora_createdBy,fedora_hasParent,fedora_created,fedora_lastModified,dc_format,dc_creator,files
London Maps Test for Kevin,false,Map,"Maps, Topographic",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/kev-quick_objects/2/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/kev-quick_objects/2/pages,https://rightsstatements.org/page/InC/,fedoraAdmin,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/kev-quick_objects,2025-02-10T22:00:55.130000+00:00,2025-02-10T22:00:55.130000+00:00,Reformatted digital,Mark,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/kev-quick_objects/2/pages/page_0/files/londonmaps_2823651_01.tif
