ldp_contains,fedora_hasParent,fedora_createdBy,dc_description,fedora_created,dc_title,fedora_lastModifiedBy,fedora_writable,fedora_lastModified,files
https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects/51/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects/51/pages,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects,fedoraAdmin,"The source is a TDK S-1800 reel tape. The playback device was a TEAC A-3340S reel-to-reel tape deck playing at a speed of 7.5 ips. The audio was captured with Hammerfall DSP Multiface II A/D Converter hardware and Adobe Audition software. Editing and processing was also performed with Adobe Audition. For the access files, Speech Volume Leveler was used to make speech more consistent and intelligible; noise (hiss/hum/etc.) in the audio was reduced using Noise Reduction process; Normalize process was used to modify volume levels.",2025-03-27T13:16:17.865000+00:00,"Jack Williamson Interview | Raw Interview, Reel I",fedoraAdmin,false,2025-03-27T13:16:17.865000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects/51/pages/page_0/files/c000507_006_012_access.mp3
https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects/61/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects/61/orderProxies,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects,fedoraAdmin,"The source is a TDK LX 3590B reel tape. The playback device was a TEAC A-3340S reel-to-reel tape deck playing at a speed of 7.5 ips. The audio was captured with Hammerfall DSP Multiface II A/D Converter hardware and Adobe Audition software. Editing and processing was also performed with Adobe Audition. For the access files, Speech Volume Leveler was used to make speech more consistent and intelligible; noise (hiss/hum/etc.) in the audio was reduced using Noise Reduction process; Normalize process was used to modify volume levels.",2025-03-27T13:16:42.685000+00:00,George Zebrowski Raw Side 1 & 2,fedoraAdmin,false,2025-03-27T13:16:42.685000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects/61/pages/page_0/files/c000507_006_020_2_access.mp3
https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects/26/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects/26/pages,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects,fedoraAdmin,"The source is a Scotch Pro-Pack reel tape. The playback device was a TEAC A-3340S reel-to-reel tape deck playing at a speed of 7.5 ips. The audio was captured with Hammerfall DSP Multiface II A/D Converter hardware and Adobe Audition software. Editing and processing was also performed with Adobe Audition. For the access files, Normalize process was used to modify volume levels.",2025-03-27T13:15:10.951000+00:00,"Sturgeon, Biggle, Odbert 177",fedoraAdmin,false,2025-03-27T13:15:10.951000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects/26/pages/page_0/files/c000507_005_023_access.mp3
https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects/57/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects/57/orderProxies,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects,fedoraAdmin,"The source is a reel tape. The playback device was a TEAC A-3340S reel-to-reel tape deck playing at a speed of 7.5 ips. The audio was captured with Hammerfall DSP Multiface II A/D Converter hardware and Adobe Audition software. Editing and processing was also performed with Adobe Audition. For the access files, Normalize process was used to modify volume levels.",2025-03-27T13:16:31.425000+00:00,Gene Wolfe,fedoraAdmin,false,2025-03-27T13:16:31.425000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects/57/pages/page_0/files/c000507_006_017_access.mp3
https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects/28/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects/28/orderProxies,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects,fedoraAdmin,"The source is a TDK LX 3590B reel tape. The playback device was a TEAC A-3340S reel-to-reel tape deck playing at a speed of 7.5 ips. The audio was captured with Hammerfall DSP Multiface II A/D Converter hardware and Adobe Audition software. The audio is almost exclusively in the left channel. Editing and processing was also performed with Adobe Audition. For the access files, only the left channel was used; Speech Volume Leveler was used to make speech more consistent and intelligible; noise (hiss/hum/etc.) in the audio was reduced using Noise Reduction process; Normalize process was used to modify volume levels.",2025-03-27T13:15:12.331000+00:00,Underwood/Miller Tape 1 Raw,fedoraAdmin,false,2025-03-27T13:15:12.331000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects/28/pages/page_0/files/c000507_005_025_access.mp3
https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects/62/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects/62/pages,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects,fedoraAdmin,"The source is a reel tape. The playback device was a TEAC A-3340S reel-to-reel tape deck playing at a speed of 7.5 ips. The audio was captured with Hammerfall DSP Multiface II A/D Converter hardware and Adobe Audition software. Editing and processing was also performed with Adobe Audition. For the access files, Normalize process was used to modify volume levels.",2025-03-27T13:16:42.303000+00:00,George Zebrowski,fedoraAdmin,false,2025-03-27T13:16:42.303000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects/62/pages/page_0/files/c000507_006_021_access.mp3
https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects/13/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects/13/pages,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects,fedoraAdmin,"The source is a TDK S-1800 reel tape. The playback device was a TEAC A-3340S reel-to-reel tape deck playing at a speed of 7.5 ips. The audio was captured with Hammerfall DSP Multiface II A/D Converter hardware and Adobe Audition software. Editing and processing was also performed with Adobe Audition. For the access files, Speech Volume Leveler was used to make speech more consistent and intelligible; noise (hiss/hum/etc.) in the audio was reduced using Noise Reduction process.",2025-03-27T13:14:46.041000+00:00,Norman Spinrad Raw Pt. 1,fedoraAdmin,false,2025-03-27T13:14:46.041000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects/13/pages/page_0/files/c000507_005_011_access.mp3
https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects/6/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects/6/orderProxies,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects,fedoraAdmin,"The source is a TDK S-1200 reel tape. The playback device was a TEAC A-3340S reel-to-reel tape deck playing at a speed of 7.5 ips. The audio was captured with Hammerfall DSP Multiface II A/D Converter hardware and Adobe Audition software. Editing and processing was also performed with Adobe Audition. For the access files, Speech Volume Leveler was used to make speech more consistent and intelligible; noise (hiss/hum/etc.) in the audio was reduced using Noise Reduction process.",2025-03-27T13:16:39.649000+00:00,1. Tolkien Society Raw Inter. Denvention II; 2. SF poetry Association 9/5/81,fedoraAdmin,false,2025-03-27T13:16:39.649000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects/6/pages/page_0/files/c000507_005_004_access.mp3
https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects/38/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects/38/pages,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects,fedoraAdmin,"The source is a reel tape. The playback device was a TEAC A-3340S reel-to-reel tape deck playing at a speed of 7.5 ips. The audio was captured with Hammerfall DSP Multiface II A/D Converter hardware and Adobe Audition software. Editing and processing was also performed with Adobe Audition. For the access files, Normalize process was used to modify volume levels.",2025-03-27T13:15:37.037000+00:00,Howard Waldrup,fedoraAdmin,false,2025-03-27T13:15:37.037000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects/38/pages/page_0/files/c000507_006_001_access.mp3
https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects/64/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects/64/orderProxies,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects,fedoraAdmin,"The source is a reel tape. The playback device was a TEAC A-3340S reel-to-reel tape deck playing at a speed of 7.5 ips. The audio was captured with Hammerfall DSP Multiface II A/D Converter hardware and Adobe Audition software. Editing and processing was also performed with Adobe Audition. For the access files, Speech Volume Leveler was used to make speech more consistent and intelligible; noise (hiss/hum/etc.) in the audio was reduced using Noise Reduction process; Normalize process was used to modify volume levels.",2025-03-27T13:16:48.538000+00:00,Roger Zelazny Pt. 2 Raw,fedoraAdmin,false,2025-03-27T13:16:48.538000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects/64/pages/page_0/files/c000507_006_023_access.mp3
https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects/8/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects/8/pages,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects,fedoraAdmin,"The source is a TDK LX 3590B reel tape. The playback device was a TEAC A-3340S reel-to-reel tape deck playing at a speed of 7.5 ips. The audio was captured with Hammerfall DSP Multiface II A/D Converter hardware and Adobe Audition software. The audio is primarily in the right channel. Editing and processing was also performed with Adobe Audition. For the access files, onl the right channel was used; Speech Volume Leveler was used to make speech more consistent and intelligible; noise (hiss/hum/etc.) in the audio was reduced using Noise Reduction process.",2025-03-27T13:17:30.763000+00:00,Joan Slonczewaki Interview with Bill Vernon Raw,fedoraAdmin,false,2025-03-27T13:17:30.763000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects/8/pages/page_0/files/c000507_005_006_access.mp3
https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects/74/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects/74/pages,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects,fedoraAdmin,"The source is a cassette tape. The playback device was a TEAC W-890R Double Auto Reverse Cassette Deck. The audio was captured with Hammerfall DSP Multiface II A/D Converter hardware and Adobe Audition software. Editing and processing was also performed with Adobe Audition. For the access files, Speech Volume Leveler was used to make speech more consistent and intelligible; noise (hiss/hum/etc.) in the audio was reduced using Noise Reduction process; Normalize process was used to modify volume levels.",2025-03-27T13:17:17.927000+00:00,Tape 1 & 2,fedoraAdmin,false,2025-03-27T13:17:17.927000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects/74/pages/page_0/files/c000507_006_031b_access.mp3
https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects/76/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects/76/orderProxies,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects,fedoraAdmin,"The source is a cassette tape. The playback device was a TEAC W-890R Double Auto Reverse Cassette Deck. The audio was captured with Hammerfall DSP Multiface II A/D Converter hardware and Adobe Audition software. Audio is in the left channel only. Editing and processing was also performed with Adobe Audition. For the access files, only the left channel was used; Speech Volume Leveler was used to make speech more consistent and intelligible; noise (hiss/hum/etc.) in the audio was reduced using Noise Reduction process; Normalize process was used to modify volume levels.",2025-03-27T13:17:21.630000+00:00,Science Fiction Radio Show Stephen Donaldson,fedoraAdmin,false,2025-03-27T13:17:21.630000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects/76/pages/page_0/files/c000507_007_002a_access.mp3
https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects/42/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects/42/orderProxies,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects,fedoraAdmin,"The source is a reel tape. The playback device was a TEAC A-3340S reel-to-reel tape deck playing at a speed of 7.5 ips. The audio was captured with Hammerfall DSP Multiface II A/D Converter hardware and Adobe Audition software. The tape is very sticky and is shedding; many splices broke and were replaced. Editing and processing was also performed with Adobe Audition. For the access files, Normalize process was used to modify volume levels.",2025-03-27T13:15:53.570000+00:00,M. Whelan/R. Curtis,fedoraAdmin,false,2025-03-27T13:15:53.570000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects/42/pages/page_0/files/c000507_006_005_access.mp3
https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects/89/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects/89/pages,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects,fedoraAdmin,"The source is a cassette tape. The playback device was a TEAC W-890R Double Auto Reverse Cassette Deck. The audio was captured with Hammerfall DSP Multiface II A/D Converter hardware and Adobe Audition software. Audio is in the left channel only. Editing and processing was also performed with Adobe Audition. For the access files, only the left channel was used; Speech Volume Leveler was used to make speech more consistent and intelligible; noise (hiss/hum/etc.) in the audio was reduced using Noise Reduction process; Normalize process was used to modify volume levels.",2025-03-27T13:17:53.653000+00:00,"Science Fiction Radio Show Master, Howard Waldron",fedoraAdmin,false,2025-03-27T13:17:53.653000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects/89/pages/page_0/files/c000507_007_012a_access.mp3
https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects/23/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects/23/orderProxies,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects,fedoraAdmin,"The source is a reel tape. The playback device was a TEAC A-3340S reel-to-reel tape deck playing at a speed of 7.5 ips. The audio was captured with Hammerfall DSP Multiface II A/D Converter hardware and Adobe Audition software. Editing and processing was also performed with Adobe Audition. For the access files, Normalize process was used to modify volume levels.",2025-03-27T13:15:07.643000+00:00,Theodore Sturgeon,fedoraAdmin,false,2025-03-27T13:15:07.643000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects/23/pages/page_0/files/c000507_005_020_access.mp3
https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects/54/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects/54/pages,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects,fedoraAdmin,"The source is a reel tape. The playback device was a TEAC A-3340S reel-to-reel tape deck playing at a speed of 7.5 ips. The audio was captured with Hammerfall DSP Multiface II A/D Converter hardware and Adobe Audition software. Editing and processing was also performed with Adobe Audition. For the access files, Normalize process was used to modify volume levels.",2025-03-27T13:16:23.717000+00:00,"Science fiction Radio Show Tape 1 Williamson, et al",fedoraAdmin,false,2025-03-27T13:16:23.717000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects/54/pages/page_0/files/c000507_006_015_access.mp3
https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects/10/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects/10/pages,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects,fedoraAdmin,"The source is a TDK S-1800 reel tape. The playback device was a TEAC A-3340S reel-to-reel tape deck playing at a speed of 7.5 ips. The audio was captured with Hammerfall DSP Multiface II A/D Converter hardware and Adobe Audition software. Audio is present only in the left channel. Editing and processing was also performed with Adobe Audition. For the access files, Speech Volume Leveler was used to make speech more consistent and intelligible; noise (hiss/hum/etc.) in the audio was reduced using Noise Reduction process.",2025-03-27T13:14:19.022000+00:00,Social Science Fiction and Satire (SF Radio Show),fedoraAdmin,false,2025-03-27T13:14:19.022000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects/10/pages/page_0/files/c000507_005_008_access.mp3
https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects/3/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects/3/pages,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects,fedoraAdmin,"The source is a TDK LX 5060B reel tape. The playback device was a TEAC A-3340S reel-to-reel tape deck playing at a speed of 7.5 ips. The audio was captured with Hammerfall DSP Multiface II A/D Converter hardware and Adobe Audition software. Editing and processing was also performed with Adobe Audition. For the access files, Speech Volume Leveler was used to make speech more consistent and intelligible; noise (hiss/hum/etc.) in the audio was reduced using Noise Reduction process.",2025-03-27T13:15:23.510000+00:00,Clifford Simak Side 1 & 2 Master,fedoraAdmin,false,2025-03-27T13:15:23.510000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects/3/pages/page_0/files/c000507_005_001_2_access.mp3
https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects/90/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects/90/orderProxies,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects,fedoraAdmin,"The source is a cassette tape. The playback device was a TEAC W-890R Double Auto Reverse Cassette Deck. The audio was captured with Hammerfall DSP Multiface II A/D Converter hardware and Adobe Audition software. Audio is in the left channel only. Editing and processing was also performed with Adobe Audition. For the access files, only the left channel was used; Speech Volume Leveler was used to make speech more consistent and intelligible; noise (hiss/hum/etc.) in the audio was reduced using Noise Reduction process; Normalize process was used to modify volume levels.",2025-03-27T13:17:51.211000+00:00,Waldron Side 2,fedoraAdmin,false,2025-03-27T13:17:51.211000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects/90/pages/page_0/files/c000507_007_012b_access.mp3
https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects/55/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects/55/orderProxies,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects,fedoraAdmin,"The source is a TDK LX 3590B reel tape. The playback device was a TEAC A-3340S reel-to-reel tape deck playing at a speed of 7.5 ips. The audio was captured with Hammerfall DSP Multiface II A/D Converter hardware and Adobe Audition software. Editing and processing was also performed with Adobe Audition. For the access files, Speech Volume Leveler was used to make speech more consistent and intelligible; noise (hiss/hum/etc.) in the audio was reduced using Noise Reduction process; Normalize process was used to modify volume levels.",2025-03-27T13:16:27.893000+00:00,Gene Wolfe Master Side 1 & 2,fedoraAdmin,false,2025-03-27T13:16:27.893000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects/55/pages/page_0/files/c000507_006_016_1_access.mp3
https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects/5/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects/5/pages,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects,fedoraAdmin,"The source is an Ampex Audio Mastering Tape | 406 reel tape. The playback device was a TEAC A-3340S reel-to-reel tape deck playing at a speed of 7.5 ips. The audio was captured with Hammerfall DSP Multiface II A/D Converter hardware and Adobe Audition software. Editing and processing was also performed with Adobe Audition. For the access files, Normalize process was used to modify volume levels.",2025-03-27T13:16:15.199000+00:00,Science Fiction Radio Show Master #44-82 Clifford Simak,fedoraAdmin,false,2025-03-27T13:16:15.199000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects/5/pages/page_0/files/c000507_005_003_access.mp3
https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects/65/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects/65/orderProxies,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects,fedoraAdmin,"The source is an Ampex Audio Mastering Tape|406 reel tape. The playback device was a TEAC A-3340S reel-to-reel tape deck playing at a speed of 7.5 ips. The audio was captured with Hammerfall DSP Multiface II A/D Converter hardware and Adobe Audition software. Several splices broke and were replaced. Editing and processing was also performed with Adobe Audition. For the access files, Normalize process was used to modify volume levels.",2025-03-27T13:16:50.446000+00:00,Science Fiction Radio Show Master #28-82 Roger Zelazny,fedoraAdmin,false,2025-03-27T13:16:50.446000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/last_batch_for_pre_objects/65/pages/page_0/files/c000507_006_024_access.mp3
